direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,97.65763200001676,,,,,,,,,97.64982690001489,98.84919120001724,99.65768420000676,99.64895940001588,99.64897580002436,99.65768420000676,99.65768420000676,99.65768420000676,102.2516178000078,right,0.0,36.592775199969765,,102.25359830001253,102.262546700018,102.75633460000972,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,102.76466159999836,,,,,,,,,102.75665330002084,103.55589119999786,104.3649751000048,104.35644100001082,104.35645640001168,104.3649751000048,104.3649751000048,104.3649751000048,106.70656900000176,left,0.0,36.34805459997733,,106.70698480002466,106.71305670001313,107.2055881000124,107.21303930002614,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,107.21303930002614,,,,,,,,,107.2059006000054,108.41309529999852,109.22174060001272,109.21349130000452,109.21350969999912,109.22174060001272,109.22174060001272,109.22174060001272,110.25592220001272,right,0.0,35.034543699992355,,110.25638730000357,110.26224770001136,110.76207650001744,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,110.7708844000008,,,,,,,,,110.76239380001788,111.11205560000964,111.92139110001152,111.91267460002564,111.91269470000408,111.92139110001152,111.92139110001152,111.92139110001152,113.11345440000878,right,1.0,35.19336729997303,,113.1138445000106,113.12052330002189,113.6195282000117,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.61958009999944,113.62790770002177,113.62790770002177,118.78363000001993,space,39.1562023999868,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.78369820001537,118.7930787000223,118.7930787000223,126.809233100008,space,42.02202419997775,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.1013485000003,,,,,,,,,130.09775909999735,130.19828150002286,130.99943710002117,130.99085280002328,130.9908737000078,130.99943710002117,130.99943710002117,130.99943710002117,133.10042990001966,right,0.0,36.10803649999434,,,,,,,,,,,,,,,,,,,,126.81331650001812,126.83610080002109,126.83610080002109,130.09143320002477,space,37.25730129997828,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,133.10621630001697,,,,,,,,,133.10157100000652,133.90599950001342,134.71448350002174,134.7056623000244,134.70567980001215,134.71448350002174,134.71448350002174,134.71448350002174,137.94856950000394,right,1.0,37.23541439996916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,137.95438150002155,,,,,,,,,137.94949230001657,138.7545052000205,139.5637947000214,139.5555646000139,139.55561640000087,139.5637947000214,139.5637947000214,139.5637947000214,142.36322040000232,left,0.0,36.80002669998794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,142.36972110002534,,,,,,,,,142.36416060000192,143.57020529999863,144.37893430000986,144.37055490000057,144.37057350002578,144.37893430000986,144.37893430000986,144.37893430000986,149.24508000002243,right,0.0,38.8712670999812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,149.25120690002225,,,,,,,,,149.24596480000764,150.450912100001,151.252218300011,151.24361040000804,151.2436377000122,151.252218300011,151.252218300011,151.252218300011,156.32651070001884,right,0.0,39.08005180000328,,,,,,,,,,,,,,,,,,,,,,,,,,,156.25039320002543,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,156.33300650000456,,,,,,,,,156.32729230000405,157.53275520002353,158.34618439999758,158.33394060001592,158.33402660000138,158.34618439999758,158.34618439999758,158.34618439999758,159.1927827000036,left,0.0,34.85358109997469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,159.19854460001807,,,,,,,,,159.1935418000212,159.29902150001726,160.10763240000233,160.0987941000203,160.0988101999974,160.10763240000233,160.10763240000233,160.10763240000233,161.30804530001478,left,1.0,35.20303989996319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,161.31449099999736,,,,,,,,,161.30886270001065,162.51486710002064,163.32364330001292,163.31459510000423,163.31461140001193,163.32364330001292,163.32364330001292,163.32364330001292,165.83188240000163,right,1.0,36.509718299959786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,165.8386940000055,,,,,,,,,165.8327127000084,166.63836360001005,167.44713300000876,167.4385147000139,167.4385367000068,167.44713300000876,167.44713300000876,167.44713300000876,169.95478840000578,left,1.0,36.510470899957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,169.96128300001146,,,,,,,,,169.9564323000086,171.16200930002378,171.96347550000064,171.95541610001237,171.95545670000138,171.96347550000064,171.96347550000064,171.96347550000064,173.5799251999997,left,0.0,35.62247489995207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,173.58669500000542,,,,,,,,,173.58073640000657,173.9364320000168,174.74551920001977,174.73692870000377,174.73694300002535,174.74551920001977,174.74551920001977,174.74551920001977,175.27111290002358,right,1.0,34.530942799989134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,175.2774849999987,,,,,,,,,175.27196420001565,175.37794760000543,176.18651520001004,176.17762680002488,176.17764160002116,176.18651520001004,176.18651520001004,176.18651520001004,176.7375581000233,left,1.0,34.55504209999344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,176.7436211000022,,,,,,,,,176.7384375000256,177.09354840000742,177.89443020001636,177.88601030001882,177.88603380002314,177.89443020001636,177.89443020001636,177.89443020001636,179.349541100004,left,1.0,35.46013059996767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,179.35819220001576,,,,,,,,,179.3517560000182,180.5510461000085,181.36052550000025,181.35211840001284,181.3521508999984,181.36052550000025,181.36052550000025,181.36052550000025,185.53641580001567,left,0.0,38.16744719998678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,185.54330340001616,,,,,,,,,185.5387996000063,185.64172370001324,186.45472639999932,186.4428709000058,186.4429204000044,186.45472639999932,186.45472639999932,186.45472639999932,190.39157960002197,right,0.0,37.93733739998424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,190.398216600006,,,,,,,,,190.39258090002116,191.19837200001348,192.00774660002207,191.99923070002117,191.99924570001892,192.00774660002207,192.00774660002207,192.00774660002207,192.6831240000029,left,0.0,34.676376199990045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,192.68943740002575,,,,,,,,,192.68391800002428,193.88906700001095,194.6980832000263,194.6900569999998,194.6900852000108,194.6980832000263,194.6980832000263,194.6980832000263,195.6333638000069,right,1.0,34.93629649997456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,195.63866419999977,,,,,,,,,195.63432260000263,196.4387999000028,197.25017430001756,197.24116770000543,197.2412046000245,197.25017430001756,197.25017430001756,197.25017430001756,198.5980228999979,left,1.0,35.348666299978504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,198.60474650000103,,,,,,,,,198.59878930001287,199.40426390001085,200.21365610000797,200.20444870000935,200.2044735000236,200.21365610000797,200.21365610000797,200.21365610000797,201.09707730001537,left,0.0,34.88750519999303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,201.1042307000025,,,,,,,,,201.09784090000903,201.4539850000001,202.26269350000075,202.254370700015,202.25438550001127,202.26269350000075,202.26269350000075,202.26269350000075,203.6548055000021,left,1.0,35.39294919997337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,203.66125699999972,,,,,,,,,203.6556071000232,204.01196990002063,204.82074930000817,204.81156570001625,204.8115811000171,204.82074930000817,204.82074930000817,204.82074930000817,205.6384771000012,right,1.0,34.82479099999182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,205.64398210000945,,,,,,,,,205.63995710000745,205.99403630002053,206.80338450000272,206.7941066000203,206.79412210002192,206.80338450000272,206.80338450000272,206.80338450000272,207.87067679999743,right,0.0,35.071598299982725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,207.8766174000048,,,,,,,,,207.8714949999994,208.67705970001407,209.4897473000165,209.4781777000171,209.47830590000376,209.4897473000165,209.4897473000165,209.4897473000165,210.56232730002372,right,1.0,35.07958009999129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,210.56883870001184,,,,,,,,,210.56439660000612,210.6675807000138,211.47688600001857,211.46827400001348,211.46830000000773,211.47688600001857,211.47688600001857,211.47688600001857,212.8193384000042,right,0.0,35.34428689998458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,212.8254469000094,,,,,,,,,212.8204654000001,213.1752762000251,213.9763972000219,213.967629700026,213.96764899999835,213.9763972000219,213.9763972000219,213.9763972000219,215.126782700012,left,0.0,35.15704179997556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,215.1331223000016,,,,,,,,,215.1276884000108,215.93271610001105,216.73356970000896,216.72558800000115,216.7256030999997,216.73356970000896,216.73356970000896,216.73356970000896,217.12664930001483,left,1.0,34.39375849996577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,217.1324091000133,,,,,,,,,217.1274772000033,217.4826419000165,218.291978400026,218.2833234000136,218.2833518000261,218.291978400026,218.291978400026,218.291978400026,219.4590194000048,right,1.0,35.17073389995494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,219.465165600006,,,,,,,,,219.4598207000236,219.81529340002453,220.61625410002307,220.60832450000453,220.6083401000069,220.61625410002307,220.61625410002307,220.61625410002307,221.4922659000149,left,1.0,34.88034019997576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,221.49822810001208,,,,,,,,,221.49302670001637,222.69793870000285,223.5067225000239,223.49864550001803,223.49866510002173,223.5067225000239,223.5067225000239,223.5067225000239,224.86588360002497,right,1.0,35.36263239997788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,224.87208170001395,,,,,,,,,224.8666524,226.0716400000092,226.880917100003,226.872571600019,226.87258590001147,226.880917100003,226.880917100003,226.880917100003,227.77391830002307,right,0.0,34.895227199973306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,227.7801490999991,,,,,,,,,227.77623810002115,227.87954419999733,228.6886388999992,228.68005840000117,228.680085,228.6886388999992,228.6886388999992,228.6886388999992,230.3642346000124,right,0.0,35.68172119997325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,230.37088200001745,,,,,,,,,230.365113900014,231.17030230001544,231.9712335000222,231.96260930001156,231.9626246000116,231.9712335000222,231.9712335000222,231.9712335000222,233.03070880001175,left,0.0,35.063505799975246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,233.0365961000207,,,,,,,,,233.03153090001436,234.2360576000065,235.03693410000412,235.028686900012,235.0287045000005,235.03693410000412,235.03693410000412,235.03693410000412,235.7635797999974,right,1.0,34.73030189998099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,235.7690943000198,,,,,,,,,235.7643464000139,236.96930690002048,237.7777499000076,237.76934400000027,237.76935960000264,237.7777499000076,237.7777499000076,237.7777499000076,238.520198800019,left,1.0,34.74912439996842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,238.52670020001824,,,,,,,,,238.52098719999776,239.32636480001383,240.12734160001853,240.11919430000123,240.1192428000213,240.12734160001853,240.12734160001853,240.12734160001853,240.93650640000124,right,0.0,34.812086699996144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,240.94314040002064,,,,,,,,,240.93730060002417,241.04254510000465,241.85551940000727,241.84429610002556,241.844350600004,241.85551940000727,241.85551940000727,241.85551940000727,243.3522802000225,right,1.0,35.49769529997138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,243.35921220001185,,,,,,,,,243.35310360000585,244.55820700002369,245.3592035000038,245.35146100001293,245.3515030000126,245.3592035000038,245.3592035000038,245.3592035000038,246.4852319000056,right,0.0,35.13327369999024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,1.0,246.49103760000435,,,,,,,,,246.486103400006,246.84110900000087,247.6501655000029,247.64104710001263,247.64106049999828,247.6501655000029,247.6501655000029,247.6501655000029,248.20953560000635,right,1.0,34.56433089997154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,248.2156292000145,,,,,,,,,248.210327000008,248.3157867000264,249.12469660001807,249.11641380001677,249.11644310000705,249.12469660001807,249.12469660001807,249.12469660001807,250.65001460001804,left,1.0,35.525551999977324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,250.6564737000153,,,,,,,,,250.650875500025,250.7569230000081,251.56560770000212,251.55686690000584,251.55688970000483,251.56560770000212,251.56560770000212,251.56560770000212,252.84962940000696,left,0.0,35.2889338999812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,1.0,252.85595170001037,,,,,,,,,252.85044160002144,253.20629300002477,254.00699970001008,253.9984989000077,253.99852570000803,254.00699970001008,254.00699970001008,254.00699970001008,255.49935779999944,left,0.0,35.493449300003704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
