direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.01259180001216,0.1326973000250291,0.1326973000250291,28.945735200017225,space,62.81901690000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,28.966792000021087,,,,,,,,,28.960388300009072,29.75192150002113,30.563103899999987,30.551792000012934,30.55180700001074,30.563103899999987,30.563103899999987,30.563103899999987,34.068177300010575,right,1.0,37.50592789996881,,34.069174300006125,34.08267850000993,34.57475390000036,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,34.583004000014625,,,,,,,,,34.5750886000169,35.37461520000943,36.18432220001705,36.17493580002338,36.174949900014326,36.18432220001705,36.18432220001705,36.18432220001705,38.38461550002103,left,1.0,36.20592019998003,,38.38506040000357,38.39080710001872,38.8835001999978,38.89040709999972,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,38.89040709999972,,,,,,,,,38.884233500022674,38.99050600000192,39.79926400000113,39.79044830001658,39.7904661000066,39.79926400000113,39.79926400000113,39.79926400000113,41.64133920002496,left,1.0,35.84777439996833,,41.641765900014434,41.64800440002,42.14766539999982,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,42.155818900006125,,,,,,,,,42.1479881000123,42.24747319999733,43.0566519999993,43.04789220000384,43.04790800000774,43.0566519999993,43.0566519999993,43.0566519999993,44.390460900001926,right,1.0,35.33415639997111,,44.39087910001399,44.39727420001873,44.890150100021856,44.8969607000181,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,44.8969607000181,,,,,,,,,44.89090410000063,46.096970200014766,46.90574660000857,46.89679230001639,46.8968083000218,46.90574660000857,46.90574660000857,46.90574660000857,50.52257400000235,right,1.0,37.61669839997194,,50.52334810001776,50.52880390000064,51.02131030001328,51.02861710000434,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,51.02861710000434,,,,,,,,,51.02174399999785,52.22825610000291,53.03704490000382,53.02828460000456,53.02830380000523,53.03704490000382,53.03704490000382,53.03704490000382,55.39631160002318,left,1.0,36.36594669995248,,55.39684460000717,55.4025959999999,55.90231070001028,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,55.91101740000886,,,,,,,,,55.90269790001912,56.70237169999746,57.51091520002228,57.50255580001976,57.50256970000919,57.51091520002228,57.51091520002228,57.51091520002228,60.86098379999749,right,0.0,37.35150279998197,,60.861526100023184,60.872836700000335,61.36736130001373,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,61.37550410002586,,,,,,,,,61.367814199998975,61.717199700011406,62.52634690000559,62.517644400009885,62.51766150002368,62.52634690000559,62.52634690000559,62.52634690000559,65.41006860000198,right,1.0,36.889447899971856,,65.41057300000102,65.41885280000861,65.91642790002516,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,65.92453560000286,,,,,,,,,65.91690640000161,66.26610629999777,67.07494050002424,67.0669087000133,67.06693710002583,67.07494050002424,67.07494050002424,67.07494050002424,69.0838413000165,left,0.0,36.008678199956194,,69.08432800002629,69.0912308000261,69.59007440001005,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,69.59827270000824,,,,,,,,,69.59042469999986,69.94010860001436,70.75023940001847,70.7412905000092,70.74132840000675,70.75023940001847,70.75023940001847,70.75023940001847,73.22073640002054,right,0.0,36.47552329997416,,73.22145219999948,73.2289596000046,73.72237540001515,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,73.73055140001816,,,,,,,,,73.72285370001919,74.07239890002529,74.88112880001427,74.87235580000561,74.87237510000705,74.88112880001427,74.88112880001427,74.88112880001427,78.75628170001437,left,0.0,37.87748629998532,,78.7569199000136,78.76266460001352,79.26257610000903,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,79.27069920001668,,,,,,,,,79.26296829999774,79.61227840001811,80.42149230002542,80.41250170001877,80.41252140002325,80.42149230002542,80.42149230002542,80.42149230002542,82.07257390001905,right,0.0,35.65665409996291,,82.07322330001625,82.07891410001321,82.5782580000232,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,82.58637040000758,,,,,,,,,82.57872850002605,82.67815940000582,83.48710410000058,83.47837240001536,83.47839190001832,83.48710410000058,83.48710410000058,83.48710410000058,84.8143654000014,right,0.0,35.3281619999907,,84.81608600000618,84.82571630002349,85.31907440000214,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,85.32734970000456,,,,,,,,,85.31943780000438,86.11924830000498,86.92809470000793,86.91929119999986,86.91930720000528,86.92809470000793,86.92809470000793,86.92809470000793,88.65366310000536,right,1.0,35.73243519998505,,88.65425190000678,88.66269870000542,89.15965240000514,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,89.16783660001238,,,,,,,,,89.16000550001627,89.50945949999732,90.31469810000272,90.30285290000027,90.30290300000344,90.31469810000272,90.31469810000272,90.31469810000272,93.1296009000216,left,1.0,36.808594399975846,,93.13164710000274,93.14127040002496,93.63403440002004,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,93.64217320000172,,,,,,,,,93.635331700003,93.98371100000804,94.79284619999817,94.78398980002385,94.78400430001784,94.79284619999817,94.79284619999817,94.79284619999817,97.14501100001507,left,0.0,36.355984499969054,,97.14664810002432,97.1598656999995,97.64949290000368,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-235,1.0,random_dot,119.9705352356494,
