direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,34.0,0.0,17.0,right,1.0,0.7801410829999895,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,1.0,601.7927088749999,,,,,,,,,601.7840138329999,601.882759,602.67561575,602.6674125000001,602.6678324999999,602.67561575,602.67561575,602.67561575,,603.4615036249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7801410829999895,,,,,,sub-090,1,random_dot,,
left,left,35.0,1.0,17.0,left,1.0,0.7870316669998374,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,0.0,603.468130291,,,,,,,,,603.461804333,603.8104661659999,604.602426541,604.594509375,604.595061416,604.602426541,604.602426541,604.602426541,,605.394075458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7870316669998374,,,,,,sub-090,1,random_dot,,
right,right,36.0,0.0,18.0,right,1.0,0.7645219169999109,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,605.4006988749999,,,,,,,,,605.3943957079999,605.733829791,606.525560916,606.516853,606.517266833,606.525560916,606.525560916,606.525560916,,607.2947593749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7645219169999109,,,,,,sub-090,1,random_dot,,
left,left,37.0,1.0,18.0,right,0.0,1.1641522920001537,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,607.3014503329999,,,,,,,,,607.295080541,607.393809708,608.1857860829999,608.177876375,608.1784139999999,608.1857860829999,608.1857860829999,608.1857860829999,,609.3515673329999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1641522920001537,,,,,,sub-090,1,random_dot,,
left,left,38.0,0.0,19.0,right,0.0,2.155372040999964,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,609.359361083,,,,,,,,,609.351874333,609.44943675,610.242218083,610.2332909159999,610.233725125,610.242218083,610.242218083,610.242218083,,612.4017794160001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.155372040999964,,,,,,sub-090,1,random_dot,,
right,right,39.0,1.0,19.0,right,1.0,2.218001209000022,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,612.4092541250001,,,,,,,,,612.4021806249999,613.2001703749999,614.002109208,613.994441333,613.9948457499999,614.002109208,614.002109208,614.002109208,,616.2289055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.218001209000022,,,,,,sub-090,1,random_dot,,
left,left,40.0,0.0,20.0,left,1.0,1.1199552079999648,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,616.235944208,,,,,,,,,616.2292718329999,617.4271400829999,618.218458041,618.2110703330001,618.211503916,618.218458041,618.218458041,618.218458041,,619.345692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1199552079999648,,,,,,sub-090,1,random_dot,,
right,right,41.0,1.0,20.0,right,1.0,1.0958424580001065,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,619.352712125,,,,,,,,,619.346090958,619.443819166,620.2360018749999,620.2278816249999,620.228422,620.2360018749999,620.2360018749999,620.2360018749999,,621.334343458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0958424580001065,,,,,,sub-090,1,random_dot,,
left,left,42.0,0.0,21.0,left,1.0,1.1965883329999087,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,0.0,621.3426363749999,,,,,,,,,621.334662416,622.133334791,622.9255582909999,622.9164959999999,622.9169169159999,622.9255582909999,622.9255582909999,622.9255582909999,,624.1281467499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1965883329999087,,,,,,sub-090,1,random_dot,,
right,right,43.0,1.0,21.0,right,1.0,0.9454705839998496,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,1.0,624.1352519159999,,,,,,,,,624.1285885829999,625.327206375,626.118554458,626.1111367499999,626.111570333,626.118554458,626.118554458,626.118554458,,627.065642166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9454705839998496,,,,,,sub-090,1,random_dot,,
left,left,44.0,0.0,22.0,left,1.0,0.8180896250000842,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,0.0,627.0768320829999,,,,,,,,,627.065957333,627.410504333,628.202225166,628.1945185000001,628.195044958,628.202225166,628.202225166,628.202225166,,629.0281859579999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8180896250000842,,,,,,sub-090,1,random_dot,,
right,right,45.0,1.0,22.0,right,1.0,1.2156471250000322,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,1.0,629.0348787500001,,,,,,,,,629.028504708,629.377054708,630.1689890829999,630.161099541,630.1616387079999,630.1689890829999,630.1689890829999,630.1689890829999,,631.3951185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2156471250000322,,,,,,sub-090,1,random_dot,,
right,right,46.0,0.0,23.0,right,1.0,1.5522042920001695,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,1.0,631.4021764159999,,,,,,,,,631.3955602909999,631.4937369579999,632.285721458,632.2778232499999,632.2783686249999,632.285721458,632.285721458,632.285721458,,633.8448327079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5522042920001695,,,,,,sub-090,1,random_dot,,
left,left,47.0,1.0,23.0,right,0.0,1.0103617079998912,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,0.0,633.8517149999999,,,,,,,,,633.845159333,633.9436595409999,634.7360287079999,634.727900583,634.7284610830001,634.7360287079999,634.7360287079999,634.7360287079999,,635.7505539999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0103617079998912,,,,,,sub-090,1,random_dot,,
right,right,48.0,0.0,24.0,right,1.0,0.9832471659999557,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,1.0,635.7592610410001,,,,,,,,,635.7508650829999,636.0938118329999,636.8855333329999,636.8776993329999,636.8781547499999,636.8855333329999,636.8855333329999,636.8855333329999,,637.8784213749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9832471659999557,,,,,,sub-090,1,random_dot,,
left,left,49.0,1.0,24.0,left,1.0,1.0625966249999692,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,0.0,637.8854096249999,,,,,,,,,637.878819166,639.0770376659999,639.8687725829999,639.861104916,639.8616465829999,639.8687725829999,639.8687725829999,639.8687725829999,,640.94482175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0625966249999692,,,,,,sub-090,1,random_dot,,
left,left,50.0,0.0,25.0,right,0.0,0.7708824999999706,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,640.951522666,,,,,,,,,640.945138125,641.293669041,642.0856102909999,642.0777422499999,642.0781833749999,642.0856102909999,642.0856102909999,642.0856102909999,,642.862020875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7708824999999706,,,,,,sub-090,1,random_dot,,
right,right,51.0,1.0,25.0,right,1.0,1.4489362080000774,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,642.869050125,,,,,,,,,642.8624718329999,643.210548333,644.0023264999999,643.994449875,643.9949894999999,644.0023264999999,644.0023264999999,644.0023264999999,,645.4620384159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4489362080000774,,,,,,sub-090,1,random_dot,,
left,left,52.0,0.0,26.0,left,1.0,1.119103042000006,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,645.4691993329999,,,,,,,,,645.4625018749999,645.8104325829999,646.6023992909999,646.594473625,646.5950261659999,646.6023992909999,646.6023992909999,646.6023992909999,,647.7284177079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.119103042000006,,,,,,sub-090,1,random_dot,,
right,right,53.0,1.0,26.0,right,1.0,0.8914811659999486,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,647.7353749160001,,,,,,,,,647.728824875,647.826960666,648.618815875,648.6110688749999,648.6116082499999,648.618815875,648.618815875,648.618815875,,649.512322875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8914811659999486,,,,,,sub-090,1,random_dot,,
right,right,54.0,0.0,27.0,left,0.0,1.0185066250001,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,1.0,649.5194271659999,,,,,,,,,649.5128236249999,649.6103132909999,650.4023268749999,650.3944950829999,650.395035375,650.4023268749999,650.4023268749999,650.4023268749999,,651.428436708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0185066250001,,,,,,sub-090,1,random_dot,,
left,left,55.0,1.0,27.0,right,0.0,0.8662080000001424,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,0.0,651.4351741659999,,,,,,,,,651.428767791,652.227030791,653.0189850410001,653.011043458,653.0115899159999,653.0189850410001,653.0189850410001,653.0189850410001,,653.895099041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8662080000001424,,,,,,sub-090,1,random_dot,,
right,right,56.0,0.0,28.0,right,1.0,0.6995776670000851,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,653.9022603330001,,,,,,,,,653.895641125,654.693730583,655.485447208,655.4776351659999,655.478072625,655.485447208,655.485447208,655.485447208,,656.192847791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6995776670000851,,,,,,sub-090,1,random_dot,,
left,left,57.0,1.0,28.0,right,0.0,0.741508291999935,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,656.1993152910001,,,,,,,,,656.193158333,657.383297625,658.1755144580001,658.166761625,658.1671797079999,658.1755144580001,658.1755144580001,658.1755144580001,,658.9191312499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.741508291999935,,,,,,sub-090,1,random_dot,,
right,right,58.0,0.0,29.0,right,1.0,0.5789899999999761,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,658.9263777079999,,,,,,,,,658.919498375,660.1164736659999,660.908746291,660.899893291,660.900312958,660.908746291,660.908746291,660.908746291,,661.4939693749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5789899999999761,,,,,,sub-090,1,random_dot,,
left,left,59.0,1.0,29.0,right,0.0,0.8960089170000174,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,661.500692708,,,,,,,,,661.4943166249999,661.5844364159999,662.3852459999999,662.3776279580001,662.378072416,662.3852459999999,662.3852459999999,662.3852459999999,,663.284526041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8960089170000174,,,,,,sub-090,1,random_dot,,
,,1.0,1.0,0.0,,,,,speed,space,4.582875250000143,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.2900485409999,663.296842416,668.2935894999999,668.2836450409999,sub-090,1,random_dot,,
