direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0154537000344134,0.0320677999989129,0.0320677999989129,1.516047500015702,space,16.854863499989733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,1.5332804000354372,,,,,,,,,1.5225777000305245,1.8653082000091672,2.665382100036368,2.649045600031968,2.6490615000366238,2.665382100036368,2.665382100036368,2.665382100036368,3.999312200001441,left,1.0,16.70340409997152,,3.999861799995415,4.0172019000165164,4.51535950001562,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,4.532033000024967,,,,,,,,,4.515756200009491,5.315186400024686,6.11525500001153,6.099236000038218,6.099255400011316,6.11525500001153,6.11525500001153,6.11525500001153,7.999053900013678,left,0.0,17.250603099935688,,7.999527900014073,8.015086400031578,8.498855200014077,8.515102300036233,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,8.515102300036233,,,,,,,,,8.49919050000608,9.715095599996856,10.515128900005948,10.49899049999658,10.499007600010373,10.515128900005948,10.515128900005948,10.515128900005948,12.34912590001477,right,0.0,17.2075649999897,,12.349559499998575,12.36514220002573,12.848875900032,12.865114699990954,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,12.865114699990954,,,,,,,,,12.849210800020956,14.064946500002408,14.865053299989086,14.84870420000516,14.848720700014384,14.865053299989086,14.865053299989086,14.865053299989086,17.682227800018154,left,0.0,18.19578609999735,,17.68265660002362,17.698233100003563,18.18186810001498,18.19814960000804,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,18.19814960000804,,,,,,,,,18.182191200030505,18.29828320001252,19.09819889999926,19.08203530003084,19.082053899997845,19.09819889999926,19.09819889999926,19.09819889999926,21.831853400042743,left,0.0,18.10313689999748,,21.83220559998881,21.848043300036807,22.33154350001132,22.347880300018005,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,22.347880300018005,,,,,,,,,22.33194960001856,23.53144670004258,24.33127359999344,24.31504810001934,24.31506410002476,24.33127359999344,24.33127359999344,24.33127359999344,26.748677099996712,left,1.0,17.783594999986235,,26.749081499991007,26.76462440000614,27.248457700014114,27.26468800002476,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,27.26468800002476,,,,,,,,,27.24876500002574,28.064467500022147,28.864591900026426,28.84829950000858,28.84831660002237,28.864591900026426,28.864591900026426,28.864591900026426,31.36536600004183,right,1.0,17.880214900011197,,31.36576529999729,31.38119670003653,31.864780500007328,31.881111700029575,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,31.881111700029575,,,,,,,,,31.865085600002203,33.08103560004383,33.88108349998947,33.86475860001519,33.864774200017564,33.88108349998947,33.88108349998947,33.88108349998947,35.54825640004128,left,1.0,17.042671300005168,,35.54863530001603,35.56439220003085,36.04805060004583,36.06431590003194,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,36.06431590003194,,,,,,,,,36.04837670002598,36.4141955000232,37.21433440002147,37.19802820001496,37.19804380001733,37.21433440002147,37.21433440002147,37.21433440002147,38.548081200046,left,1.0,16.70600440003909,,38.54850979999173,38.56428650004091,39.04806410003221,39.06432720000157,,,,,,,,,,,,,,,,,,,,,,,,,,sub-082,1.0,random_dot,60.01475164046647,
