direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 72
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,52.41742999997223,,,,,,,,,52.40166360000149,52.75040209997678,53.55126390000805,53.53434130002279,53.534384300000966,53.55126390000805,53.55126390000805,53.55126390000805,54.25154279998969,right,1.0,24.768155900004786,,54.25240009999834,54.26606340002036,54.749651700025424,54.76565930002835,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7497493000119,54.76565930002835,54.76565930002835,56.46725899999728,space,25.770443300018087,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.46735950000584,56.481185299984645,56.481185299984645,60.54569800000172,space,28.14506339997752,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.13368819997413,,,,,,,,,63.12898139999015,64.32349490001798,65.12375720002456,65.10759500000859,65.10766340000555,65.12375720002456,65.12375720002456,65.12375720002456,65.70892860001186,left,1.0,24.65914929995779,,,,,,,,,,,,,,,,,,,,60.551631000009365,60.57627239997964,60.57627239997964,63.11056379997172,space,26.60741259995848,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,65.72208969999338,,,,,,,,,65.71268479997525,65.82204940001247,66.62239019997651,66.60623149998719,66.60629349999363,66.62239019997651,66.62239019997651,66.62239019997651,67.1909702999983,right,1.0,24.636962499993388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,67.20421200001147,,,,,,,,,67.19397889997344,68.00339829997392,68.80385089997435,68.78783879999537,68.78790629998548,68.80385089997435,68.80385089997435,68.80385089997435,69.35545069997897,left,0.0,24.63220489997184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,69.36870669998461,,,,,,,,,69.35829760000343,69.46855639998103,70.26889419998042,70.2529028999852,70.25295870000264,70.26889419998042,70.26889419998042,70.26889419998042,70.8540966999717,left,1.0,24.65388439997332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,70.86756889999378,,,,,,,,,70.85691179998685,71.21710190002341,72.01721760001965,72.00128989998484,72.00135580002097,72.01721760001965,72.01721760001965,72.01721760001965,73.18516569997882,left,0.0,25.23717320000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,73.19856320001418,,,,,,,,,73.18798809999134,73.54869710002095,74.36529729998438,74.34904150001239,74.34910350001883,74.36529729998438,74.36529729998438,74.36529729998438,75.1499389000237,right,0.0,24.863044600002468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,75.16330409998773,,,,,,,,,75.15276010002708,75.96279660001164,76.7630600000266,76.74699509999482,76.74706060002791,76.7630600000266,76.7630600000266,76.7630600000266,77.84645210002782,left,1.0,25.1544740999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,77.86044339998625,,,,,,,,,77.84827670000959,79.05950249999296,79.8598591000191,79.8438522000215,79.84391489997506,79.8598591000191,79.8598591000191,79.8598591000191,80.46078279998619,right,1.0,24.66954390000319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,80.47484139999142,,,,,,,,,80.46269930002745,81.67422540002735,82.47447170002852,82.45834870002,82.45841419999488,82.47447170002852,82.47447170002852,82.47447170002852,83.17666629998712,right,1.0,24.781821699929424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,83.18939780001529,,,,,,,,,83.17988339997828,83.98893160000443,84.80556619999697,84.78943579999031,84.78949779999675,84.80556619999697,84.80556619999697,84.80556619999697,85.39074900001287,left,1.0,24.66256829997292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,85.4037343999953,,,,,,,,,85.39396349998424,86.20306329999585,87.00332369998796,86.98734089999925,86.98740330000874,87.00332369998796,87.00332369998796,87.00332369998796,87.68930770002771,right,1.0,24.764186699991114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,87.70156810001936,,,,,,,,,87.69249879999552,88.0515331000206,88.85185560001992,88.83557340002153,88.83564689999912,88.85185560001992,88.85185560001992,88.85185560001992,89.46702959999675,left,1.0,24.6035829000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,89.47216190001927,,,,,,,,,89.46838709997246,90.28279399999884,91.08276660001138,91.06688190001296,91.06694629997946,91.08276660001138,91.08276660001138,91.08276660001138,91.75156880001305,right,1.0,24.735862899920903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,91.7647129999823,,,,,,,,,91.75488379999295,91.86441219999688,92.66485960001592,92.64864390000002,92.64870880002854,92.66485960001592,92.66485960001592,92.66485960001592,93.23282690002816,left,1.0,24.635315699968487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,93.24654399999416,,,,,,,,,93.23578240000644,93.34650709998095,94.16293430002406,94.14603010000428,94.14605809998466,94.16293430002406,94.16293430002406,94.16293430002406,94.93035280000186,left,1.0,24.83815829997184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,94.9445137999719,,,,,,,,,94.93202519998886,95.29402359999948,96.09488799999237,96.07860180002172,96.07866320002358,96.09488799999237,96.09488799999237,96.09488799999237,96.64658120000968,right,1.0,24.619554099976085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,96.6601142999716,,,,,,,,,96.64951179997296,97.45913919998566,98.25949969998328,98.24354569998104,98.2436068999814,98.25949969998328,98.25949969998328,98.25949969998328,98.8277082000277,left,1.0,24.63693689997308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,98.84134169999744,,,,,,,,,98.83063350000884,98.94115720002446,99.75782400002936,99.7412279000273,99.74127850000514,99.75782400002936,99.75782400002936,99.75782400002936,100.99163920001592,right,1.0,25.3162791999639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,101.00557979999576,,,,,,,,,100.99346490000607,102.205051500001,103.02162680000764,103.00551699998324,103.00557949999347,103.02162680000764,103.02162680000764,103.02162680000764,103.82370349997656,right,1.0,24.87769950000802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,103.83641520002855,,,,,,,,,103.82651919999626,104.18672960001275,104.9865615000017,104.97062789998016,104.97069029998966,104.9865615000017,104.9865615000017,104.9865615000017,105.62053249997552,left,1.0,24.701738899981137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,105.6345866000047,,,,,,,,,105.62275600002611,105.98455709998962,106.7849647999974,106.76867429999402,106.76873830001568,106.7849647999974,106.7849647999974,106.7849647999974,107.57010770001216,left,1.0,24.86238219996449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,107.58317080000415,,,,,,,,,107.57306179997975,108.3829380000243,109.19909710000502,109.18314729997655,109.1832107999944,109.19909710000502,109.19909710000502,109.19909710000502,109.7181913999957,right,1.0,24.596506499976385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,109.73107630002778,,,,,,,,,109.72153069998603,110.93023280001944,111.74679609999292,111.7307619000203,111.73085049999644,111.74679609999292,111.74679609999292,111.74679609999292,112.23218110000016,left,0.0,24.554181199986488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,112.24539940000976,,,,,,,,,112.23506919998908,112.34542620001594,113.14549999998415,113.12984210002467,113.129921499989,113.14549999998415,113.14549999998415,113.14549999998415,113.6473184999777,left,1.0,24.581176799954847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,113.6605670999852,,,,,,,,,113.65025639999658,114.85984809999354,115.67628259997582,115.6595296000014,115.65956240001832,115.67628259997582,115.67628259997582,115.67628259997582,116.46115759998791,left,1.0,24.858709099935368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,116.47462110000195,,,,,,,,,116.46410230000038,117.67413810000288,118.49051059997872,118.47432410001056,118.47438670002155,118.49051059997872,118.49051059997872,118.49051059997872,119.22584959998494,left,0.0,24.8123427000246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,119.23871110001346,,,,,,,,,119.2286833000253,119.33868599997368,120.13938549999148,120.12306080001872,120.12311589997262,120.13938549999148,120.13938549999148,120.13938549999148,120.77482019999296,right,1.0,24.706660399970133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,120.78742200002308,,,,,,,,,120.77806340000824,121.98626759997568,122.78640340000857,122.77031430002536,122.7703764999751,122.78640340000857,122.78640340000857,122.78640340000857,123.38761690002866,left,1.0,24.66881519998424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,123.40136309998344,,,,,,,,,123.38970220001649,123.50138059997698,124.30183700000634,124.28601460001664,124.28607690002536,124.30183700000634,124.30183700000634,124.30183700000634,124.7857019000221,left,1.0,24.55205900000874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,124.80003809998745,,,,,,,,,124.787354399974,124.90014089999022,125.7169102000189,125.69939020002494,125.69940689997748,125.7169102000189,125.7169102000189,125.7169102000189,126.30255139997462,right,1.0,24.664939099980984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,126.3157298999722,,,,,,,,,126.30581160000293,126.4158847000217,127.23200209997594,127.21535030001542,127.2153828999726,127.23200209997594,127.23200209997594,127.23200209997594,128.1836817000294,right,1.0,25.028622000012547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,128.19695840001805,,,,,,,,,128.1865461000125,128.99621190002654,129.79635630000848,129.78081470000325,129.78087040001992,129.79635630000848,129.79635630000848,129.79635630000848,130.2817470000009,left,1.0,24.55373079999117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,130.29511399997864,,,,,,,,,130.28466449998086,131.09474339999724,131.89461409999058,131.8790787999751,131.87913999997545,131.89461409999058,131.89461409999058,131.89461409999058,132.4637907000142,left,1.0,24.643240999954287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,132.47678020002786,,,,,,,,,132.46724670002004,132.57646339997882,133.3765076000127,133.36073319998104,133.36079559999052,133.3765076000127,133.3765076000127,133.3765076000127,134.06099179998273,right,1.0,24.764608199940994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,1.0,134.07513820001623,,,,,,,,,134.06316269998206,134.8742400999763,135.67446710000513,135.65821229998255,135.65826709999237,135.67446710000513,135.67446710000513,135.67446710000513,136.37658919999376,right,1.0,24.78431219997583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,0.0,136.38935090001905,,,,,,,,,136.3794964000117,137.5881516999798,138.38801070000045,138.3713390000048,138.37137509998863,138.38801070000045,138.38801070000045,138.38801070000045,138.89079309999943,left,1.0,24.577420399989933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,138.90370079997228,,,,,,,,,138.89428170002066,139.0036844999995,139.80387920001522,139.78773969999747,139.78780320001533,139.80387920001522,139.80387920001522,139.80387920001522,140.40471700002672,left,0.0,24.67704929993488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,140.4187346000108,,,,,,,,,140.40643720002845,140.76880660001189,141.5689802999841,141.55269370001042,141.55274800001644,141.5689802999841,141.5689802999841,141.5689802999841,142.15380289999302,left,1.0,24.6553829999757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,142.16730909998296,,,,,,,,,142.15665590000572,142.9667705000029,143.76684420002857,143.75061980000464,143.75067470001522,143.76684420002857,143.76684420002857,143.76684420002857,144.2687243000255,left,1.0,24.57143680000445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,144.2823690000223,,,,,,,,,144.271962800005,145.0813847000245,145.88186680001672,145.8656630999758,145.8657301000203,145.88186680001672,145.88186680001672,145.88186680001672,146.39939149998827,right,1.0,24.597819999966305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,146.41343800001778,,,,,,,,,146.40157550002914,147.2126861999859,148.01326959999278,147.9969024999882,147.9969795999932,148.01326959999278,148.01326959999278,148.01326959999278,148.41424920002464,left,0.0,24.48034569993615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-104,3.0,random_dot,59.87654654429384,
