direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
left,left,31.0,1.0,15.0,right,0.0,0.9149663329999383,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,611.5046927089998,,,,,,,,,611.497004584,612.2943347089999,613.0874195420001,613.0773797920001,613.0779065419997,613.0874195420001,613.0874195420001,613.0874195420001,,614.0061350000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9149663329999383,,,,sub-216,1.0,random_dot,,
right,right,32.0,0.0,16.0,right,1.0,1.0079112920002444,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,1.0,614.01485275,,,,,,,,,614.0067967499999,614.3546374590001,615.1462782499998,615.1386283339998,615.1393042499999,615.1462782499998,615.1462782499998,615.1462782499998,,616.1559930839999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0079112920002444,,,,sub-216,1.0,random_dot,,
left,left,33.0,1.0,16.0,left,1.0,1.2973444159997598,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,0.0,616.164320542,,,,,,,,,616.1566400419997,617.3547879170001,618.146813459,618.1386589999997,618.1393309169998,618.146813459,618.146813459,618.146813459,,619.446168167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2973444159997598,,,,sub-216,1.0,random_dot,,
right,right,34.0,0.0,17.0,right,1.0,1.080276666999907,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,1.0,619.4541215419999,,,,,,,,,619.4466202089998,619.544275834,620.3459171249997,620.3383333339998,620.3388620420001,620.3459171249997,620.3459171249997,620.3459171249997,,621.430805209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.080276666999907,,,,sub-216,1.0,random_dot,,
left,left,35.0,1.0,17.0,left,1.0,0.8257853330001126,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,0.0,621.4396776250001,,,,,,,,,621.431282042,622.2278119590001,623.0213641669998,623.0106332089999,623.0110724589999,623.0213641669998,623.0213641669998,623.0213641669998,,623.8559150000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8257853330001126,,,,sub-216,1.0,random_dot,,
right,right,36.0,0.0,18.0,right,1.0,2.202284958999826,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,623.8639577499998,,,,,,,,,623.8564191669998,625.0548162919999,625.8464021249997,625.838702084,625.8394063339997,625.8464021249997,625.8464021249997,625.8464021249997,,628.05480425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.202284958999826,,,,sub-216,1.0,random_dot,,
left,left,37.0,1.0,18.0,left,1.0,2.8361968340000203,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,628.0629975839997,,,,,,,,,628.0553314999997,628.3940714169999,629.1880832500001,629.177579917,629.1779995839997,629.1880832500001,629.1880832500001,629.1880832500001,,632.029885292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.8361968340000203,,,,sub-216,1.0,random_dot,,
left,left,38.0,0.0,19.0,right,0.0,1.108003916999678,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,632.037738209,,,,,,,,,632.0303899169999,632.827570084,633.6301404999999,633.621985792,633.6226537919997,633.6301404999999,633.6301404999999,633.6301404999999,,634.7487350420001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.108003916999678,,,,sub-216,1.0,random_dot,,
right,right,39.0,1.0,19.0,right,1.0,3.058393416000399,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,634.753530167,,,,,,,,,634.7492065000001,635.0938083339997,635.8880750419999,635.8774920420001,635.8779307089999,635.8880750419999,635.8880750419999,635.8880750419999,,638.955189667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.058393416000399,,,,sub-216,1.0,random_dot,,
left,left,40.0,0.0,20.0,right,0.0,2.8401760409997223,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,638.9640265419998,,,,,,,,,638.955937834,639.293390459,640.0869676249999,640.0775556670001,640.0781219169999,640.0869676249999,640.0869676249999,640.0869676249999,,642.9289989999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.8401760409997223,,,,sub-216,1.0,random_dot,,
right,right,41.0,1.0,20.0,right,1.0,3.760269915999743,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,642.936968,,,,,,,,,642.929468709,643.0275333750001,643.821377709,643.810765875,643.811218667,643.821377709,643.821377709,643.821377709,,647.5890764589999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.760269915999743,,,,sub-216,1.0,random_dot,,
left,left,42.0,0.0,21.0,left,1.0,1.1168659169998136,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,0.0,647.597486875,,,,,,,,,647.5896045,647.9279310839997,648.7203774589998,648.7107995420001,648.7113434590001,648.7203774589998,648.7203774589998,648.7203774589998,,649.8488098749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1168659169998136,,,,sub-216,1.0,random_dot,,
right,right,43.0,1.0,21.0,left,0.0,0.8032197089996771,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,1.0,649.854105459,,,,,,,,,649.849289709,650.6442820419998,651.4370308749999,651.427434917,651.427896792,651.4370308749999,651.4370308749999,651.4370308749999,,652.247283917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8032197089996771,,,,sub-216,1.0,random_dot,,
right,right,44.0,0.0,22.0,left,0.0,2.6394416250000177,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,652.256119875,,,,,,,,,652.2477466669998,652.3431567919997,653.1366345419997,653.1281308339999,653.128614875,653.1366345419997,653.1366345419997,653.1366345419997,,655.7788877919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.6394416250000177,,,,sub-216,1.0,random_dot,,
left,left,45.0,1.0,22.0,right,0.0,3.429511166999873,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,655.787204625,,,,,,,,,655.7793782089998,656.5776058339998,657.3705253339999,657.3610883749998,657.3616147919997,657.3705253339999,657.3705253339999,657.3705253339999,,660.8059430419999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.429511166999873,,,,sub-216,1.0,random_dot,,
left,left,46.0,0.0,23.0,right,0.0,1.4128292920004242,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,660.8149091669998,,,,,,,,,660.8066563749999,661.6050166669997,662.396798792,662.388640917,662.3893257089999,662.396798792,662.396798792,662.396798792,,663.8115615839997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4128292920004242,,,,sub-216,1.0,random_dot,,
right,right,47.0,1.0,23.0,right,1.0,3.0313622079997917,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,663.8199951669999,,,,,,,,,663.8120266249998,663.911211917,664.7032254999999,664.6943215000001,664.6948484589998,664.7032254999999,664.7032254999999,664.7032254999999,,667.739204125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.0313622079997917,,,,sub-216,1.0,random_dot,,
right,right,48.0,0.0,24.0,left,0.0,2.2061083329999747,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,1.0,667.7480112919998,,,,,,,,,667.739750875,668.5382440419999,669.330258084,669.3218865419999,669.3225833339998,669.330258084,669.330258084,669.330258084,,671.5392044999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.2061083329999747,,,,sub-216,1.0,random_dot,,
left,left,49.0,1.0,24.0,right,0.0,0.9629973750002137,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,0.0,671.5478332089997,,,,,,,,,671.5397029169999,671.6382040839999,672.4304097499999,672.422018667,672.422725459,672.4304097499999,672.4304097499999,672.4304097499999,,673.3955500839998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9629973750002137,,,,sub-216,1.0,random_dot,,
left,left,50.0,0.0,25.0,left,1.0,1.0547682080000411,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,673.4037293749998,,,,,,,,,673.3960198750001,673.7440888749998,674.5366108339999,674.5276315840001,674.5281609589997,674.5366108339999,674.5366108339999,674.5366108339999,,675.5970145420001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0547682080000411,,,,sub-216,1.0,random_dot,,
right,right,51.0,1.0,25.0,right,1.0,0.8651306250003472,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,675.6063666669997,,,,,,,,,675.597497709,675.9443434589998,676.7381701670001,676.7274600000001,676.727887042,676.7381701670001,676.7381701670001,676.7381701670001,,677.6061329169997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8651306250003472,,,,sub-216,1.0,random_dot,,
left,left,52.0,0.0,26.0,left,1.0,1.190446666000298,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,677.61514025,,,,,,,,,677.60676375,678.4050152499999,679.196778,679.1886542919997,679.1893543339997,679.196778,679.196778,679.196778,,680.3977768340001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.190446666000298,,,,sub-216,1.0,random_dot,,
right,right,53.0,1.0,26.0,right,1.0,1.1025233750001462,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,680.4033399999998,,,,,,,,,680.3982935839999,680.4940799169999,681.286682084,681.277674209,681.2781957920001,681.286682084,681.286682084,681.286682084,,682.3954451249997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1025233750001462,,,,sub-216,1.0,random_dot,,
right,right,54.0,0.0,27.0,right,1.0,2.938422124999761,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,1.0,682.4037532499997,,,,,,,,,682.3959412089998,682.4943375839998,683.2866107089999,683.2775826249999,683.2780352919999,683.2866107089999,683.2866107089999,683.2866107089999,,686.2295161249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.938422124999761,,,,sub-216,1.0,random_dot,,
left,left,55.0,1.0,27.0,right,0.0,5.344754208000268,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,0.0,686.2547319589999,,,,,,,,,686.229985209,687.4277131670001,688.2199377500001,688.2110994169998,688.211644,688.2199377500001,688.2199377500001,688.2199377500001,693.2047777919997,693.572950709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.344754208000268,,,,sub-216,1.0,random_dot,,
left,left,56.0,0.0,28.0,left,1.0,1.8621012500002507,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,0.0,693.581943792,,,,,,,,,693.5736973749999,694.3714486250001,695.1630837499997,695.1551495419999,695.1556944169997,695.1630837499997,695.1630837499997,695.1630837499997,,697.0296182920001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8621012500002507,,,,sub-216,1.0,random_dot,,
right,right,57.0,1.0,28.0,right,1.0,0.9516320000002452,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,1.0,697.0378579170001,,,,,,,,,697.0300875419998,697.8274459589998,698.6199328339999,698.611000417,698.6115420420001,698.6199328339999,698.6199328339999,698.6199328339999,,699.5819530419999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9516320000002452,,,,sub-216,1.0,random_dot,,
right,right,58.0,0.0,29.0,right,1.0,3.2879990410001483,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,699.5867638750001,,,,,,,,,699.5823244170001,700.377667834,701.1714547920001,701.1608758339999,701.1613359590001,701.1714547920001,701.1714547920001,701.1714547920001,,704.4630052090001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.2879990410001483,,,,sub-216,1.0,random_dot,,
left,left,59.0,1.0,29.0,left,1.0,1.387591750000411,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,704.4712185419999,,,,,,,,,704.4634523750001,704.5606605839998,705.3548781249997,705.343929917,705.3444026249999,705.3548781249997,705.3548781249997,705.3548781249997,,706.7442326249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.387591750000411,,,,sub-216,1.0,random_dot,,
,,1.0,1.0,0.0,,,,,speed,space,3.4279826659999344,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.752694542,706.761785792,sub-216,,,,
