direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
left,left,29.0,1.0,14.0,right,0.0,1.849048276002577,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,139.81949782899756,,,,,,,,,139.80907519599714,140.15278636899893,140.94524264799838,140.93623303399363,140.9367518250001,140.94524264799838,140.94524264799838,140.94524264799838,142.80356989199936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.849048276002577,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,30.0,0.0,15.0,right,0.0,1.2860785170050804,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,142.8127385560001,,,,,,,,,142.80394623599568,144.00245442799496,144.79516941399925,144.78612268399593,144.78663591899385,144.79516941399925,144.79516941399925,144.79516941399925,146.08697630199458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2860785170050804,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,31.0,1.0,15.0,right,1.0,0.9827343669967376,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,146.09594198899867,,,,,,,,,146.0872742079955,146.1766192629948,146.96921802499855,146.9596771119977,146.96030022899504,146.96921802499855,146.96921802499855,146.96921802499855,147.9627648539972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9827343669967376,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,32.0,0.0,16.0,left,0.0,1.112257631997636,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,147.97426079199795,,,,,,,,,147.9634914749986,149.15929927699472,149.9526654769943,149.94297153099615,149.94358634999662,149.9526654769943,149.9526654769943,149.9526654769943,151.0755393319996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.112257631997636,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,33.0,1.0,16.0,left,1.0,1.2280425879944232,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,151.08599565499753,,,,,,,,,151.0759183229966,151.16964765000012,151.9617874799951,151.9527042569971,151.953219995994,151.9617874799951,151.9617874799951,151.9617874799951,153.1966626509966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2280425879944232,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,34.0,0.0,17.0,right,0.0,0.691827483002271,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,153.20596723500057,,,,,,,,,153.19699132099777,153.54268857999705,154.33580342499772,154.32622616599838,154.32685224799934,154.33580342499772,154.33580342499772,154.33580342499772,155.03733323999768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.691827483002271,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,35.0,1.0,17.0,left,0.0,0.5493457300035516,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,155.04604013299831,,,,,,,,,155.03767927099398,156.2356561609995,157.02834301599796,157.0192940449997,157.01980633999483,157.02834301599796,157.02834301599796,157.02834301599796,157.58643812299852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5493457300035516,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,36.0,0.0,18.0,left,1.0,0.8959503420046531,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,157.59543050799402,,,,,,,,,157.58677401099703,158.77588713799923,159.56954686099925,159.55929787899368,159.5599552509957,159.56954686099925,159.56954686099925,159.56954686099925,160.47468879499502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8959503420046531,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,37.0,1.0,18.0,right,1.0,0.7079362899967236,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,160.48527514499438,,,,,,,,,160.47501190099865,161.26887481999438,162.06065142099396,162.05219593799848,162.05270562999794,162.06065142099396,162.06065142099396,162.06065142099396,162.7741115109966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7079362899967236,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,38.0,0.0,19.0,right,0.0,0.8458196159990621,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,162.78521800499584,,,,,,,,,162.77437409699633,163.11887709899747,163.91149845600012,163.9025372670003,163.90304726699833,163.91149845600012,163.91149845600012,163.91149845600012,164.76345638199564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8458196159990621,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,39.0,1.0,19.0,right,1.0,0.6725149609992513,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,164.77333561999694,,,,,,,,,164.76372264999372,165.95863166699564,166.752724512,166.74225683899567,166.74287754399847,166.752724512,166.752724512,166.752724512,167.42989490399486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6725149609992513,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,40.0,0.0,20.0,right,1.0,1.1561609090058482,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,167.44003622599848,,,,,,,,,167.430195076995,168.62572988699685,169.41891877399758,169.40934932399978,169.40996927999367,169.41891877399758,169.41891877399758,169.41891877399758,170.58641693199752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1561609090058482,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,41.0,1.0,20.0,left,1.0,1.1030339709977852,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,20.0,1.0,41.0,0.0,170.59545009199792,,,,,,,,,170.5867489489974,170.92625900299754,171.72809514699475,171.7190621549962,171.7195739969975,171.72809514699475,171.72809514699475,171.72809514699475,172.84223503899557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1030339709977852,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,42.0,0.0,21.0,right,0.0,0.974022030000924,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,21.0,0.0,42.0,0.0,172.85247272099514,,,,,,,,,172.842519687998,173.1856939930003,173.97791347999737,173.96908781199454,173.9696086900003,173.97791347999737,173.97791347999737,173.97791347999737,174.95820168299542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.974022030000924,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,43.0,1.0,21.0,right,1.0,0.94942013900436,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,21.0,1.0,43.0,1.0,174.96930591699493,,,,,,,,,174.9585194109968,175.0526943609948,175.8444152919983,175.83614487299928,175.83650919199863,175.8444152919983,175.8444152919983,175.8444152919983,176.80286330799572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.94942013900436,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,44.0,0.0,22.0,left,1.0,0.6674677690025419,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,22.0,0.0,44.0,0.0,176.81115672499436,,,,,,,,,176.8031800549943,177.59224474799703,178.3854473149986,178.375879291998,178.37650848799967,178.3854473149986,178.3854473149986,178.3854473149986,179.05887417199847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6674677690025419,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,45.0,1.0,22.0,right,1.0,1.0100928499959991,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,22.0,1.0,45.0,1.0,179.06911314199533,,,,,,,,,179.0591309579977,179.1522282789956,179.94465545799903,179.93558784799825,179.93610732299567,179.94465545799903,179.94465545799903,179.94465545799903,180.95776998999645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0100928499959991,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,46.0,0.0,23.0,right,1.0,1.4271206120029092,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,23.0,0.0,46.0,1.0,180.96885668699545,,,,,,,,,180.9580294490006,181.7519422119949,182.544487717998,182.53572928799983,182.53624235299503,182.544487717998,182.544487717998,182.544487717998,183.97410004799892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4271206120029092,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,47.0,1.0,23.0,left,1.0,0.6810729360004188,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,23.0,1.0,47.0,0.0,183.9854184829965,,,,,,,,,183.97436740899863,184.7688306259952,185.5613204179972,185.55222708999645,185.5527441259983,185.5613204179972,185.5613204179972,185.5613204179972,186.244882428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6810729360004188,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,48.0,0.0,24.0,right,1.0,1.5650435560019105,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,24.0,0.0,48.0,1.0,186.2526899519944,,,,,,,,,186.24518214399723,186.59217754299607,187.38536781799485,187.3758210579981,187.37644150899723,187.38536781799485,187.38536781799485,187.38536781799485,188.95921640899903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5650435560019105,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,49.0,1.0,24.0,left,1.0,0.8977146530014579,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,24.0,1.0,49.0,0.0,188.9690763489998,,,,,,,,,188.9595332109966,189.3020989270008,190.09464444199693,190.08559278900063,190.0861055429996,190.09464444199693,190.09464444199693,190.09464444199693,191.00293907499872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8977146530014579,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,50.0,0.0,25.0,left,0.0,0.7436078160026227,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,25.0,0.0,50.0,1.0,191.01182618599705,,,,,,,,,191.00326450899595,191.09297668100044,191.88557109699468,191.87597307699616,191.87660117499763,191.88557109699468,191.88557109699468,191.88557109699468,192.65310467499512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7436078160026227,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,51.0,1.0,25.0,right,0.0,1.0125618949969066,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,25.0,1.0,51.0,0.0,192.66925384199567,,,,,,,,,192.65370291900035,192.7434163739963,193.54450230599468,193.5355177389938,193.5360298939995,193.54450230599468,193.54450230599468,193.54450230599468,194.57011358299496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0125618949969066,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,52.0,0.0,26.0,right,1.0,0.7793771979995654,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,26.0,0.0,52.0,1.0,194.5793765559938,,,,,,,,,194.5706765219948,195.3684299339948,196.1606709789994,196.15193631899456,196.15244808599527,196.1606709789994,196.1606709789994,196.1606709789994,196.9462975159986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7793771979995654,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,53.0,1.0,26.0,right,0.0,1.0593167039987748,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,26.0,1.0,53.0,0.0,196.9561997130004,,,,,,,,,196.9465899459974,197.74200580199977,198.53563671199663,198.5256477579969,198.5262694339981,198.53563671199663,198.53563671199663,198.53563671199663,199.602315377997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0593167039987748,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,54.0,0.0,27.0,right,1.0,1.435789458999352,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,27.0,0.0,54.0,1.0,199.6123290789983,,,,,,,,,199.60268469099535,200.39194245699764,201.18506249899656,201.17560131599748,201.17618690499512,201.18506249899656,201.18506249899656,201.18506249899656,202.62387741400016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.435789458999352,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,55.0,1.0,27.0,right,0.0,1.1935232729956624,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,27.0,1.0,55.0,0.0,202.6351176579992,,,,,,,,,202.62413902399567,202.96855848599807,203.7611635079957,203.7520208049973,203.75256370900024,203.7611635079957,203.7611635079957,203.7611635079957,204.96313576099783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1935232729956624,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,56.0,0.0,28.0,right,1.0,1.1822695480004768,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,28.0,0.0,56.0,1.0,204.9729171169965,,,,,,,,,204.9635201469937,205.05933948799796,205.8524307539992,205.8424917559969,205.8429699679982,205.8524307539992,205.8524307539992,205.8524307539992,207.036317014994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1822695480004768,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,57.0,1.0,28.0,left,1.0,1.0690031109988922,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,28.0,1.0,57.0,0.0,207.04312560099788,,,,,,,,,207.03657629499503,207.1351529479944,207.92769626799415,207.91868489999612,207.91920105099416,207.92769626799415,207.92769626799415,207.92769626799415,209.0020890339947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0690031109988922,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,58.0,0.0,29.0,left,1.0,1.0083900120007456,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,29.0,0.0,58.0,0.0,209.00997074199404,,,,,,,,,209.00234570099565,209.7918589569963,210.5851119449944,210.57550895699387,210.57613379899703,210.5851119449944,210.5851119449944,210.5851119449944,211.59730219299672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0083900120007456,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,59.0,1.0,29.0,right,1.0,1.5174453790023108,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,29.0,1.0,59.0,1.0,211.6069385679948,,,,,,,,,211.59759924899845,211.9418346539969,212.73498620499595,212.7254292279977,212.72605442599888,212.73498620499595,212.73498620499595,212.73498620499595,214.25716588000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5174453790023108,,,,,,,sub-209,1,random_dot,85.51441629168541,
,,0.0,0.0,0.0,,,,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,0.0,0.0,0.0,right,0.0,1.3542128240005695,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.0662651169987,,,,,,,,,216.0566301229992,216.1417919710002,216.9350631519992,216.92541892399456,216.9260793479989,216.9350631519992,216.9350631519992,216.9350631519992,218.30316972400036,,,,,,,,,,,,,,,,,,,,,,,214.2668222709981,214.27510075699684,214.27510075699684,216.05236335600057,space,1.7751700239969068,,right,0.0,1.3542128240005695,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,1.0,1.0,0.0,right,1.0,1.0982437639977434,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,218.31260870299596,,,,,,,,,218.30379039599936,218.4017832009995,219.19368540700088,219.18496416799465,219.1854747409961,219.19368540700088,219.19368540700088,219.19368540700088,220.29570006399445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0982437639977434,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,2.0,0.0,1.0,left,1.0,0.8447740429983241,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,220.3058672879997,,,,,,,,,220.2959624110008,220.6417037089996,221.43436654899412,221.42532855699392,221.4260068959993,221.43436654899412,221.43436654899412,221.43436654899412,222.28571873699548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8447740429983241,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,3.0,1.0,1.0,left,0.0,0.8540683980027097,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,222.2941743949996,,,,,,,,,222.2860403919985,223.0847134739961,223.87781735899625,223.86836510599824,223.8688773850008,223.87781735899625,223.87781735899625,223.87781735899625,224.74116071599565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8540683980027097,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,4.0,0.0,2.0,left,0.0,0.8859591979999095,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,224.7516524649982,,,,,,,,,224.74155138799688,225.93449642400083,226.72694881799544,226.71815471399896,226.7186772149944,226.72694881799544,226.72694881799544,226.72694881799544,227.61846475600032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8859591979999095,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,5.0,1.0,2.0,right,0.0,0.7037440860003699,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,227.6264134349985,,,,,,,,,227.6187317959993,228.4081667089995,229.2019303829948,229.19141861999375,229.19204341599837,229.2019303829948,229.2019303829948,229.2019303829948,229.91133949600044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7037440860003699,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,6.0,0.0,3.0,left,1.0,0.7583763660004479,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,229.93404244799603,,,,,,,,,229.91160561300055,230.0087789639947,230.801344831998,230.79182435899563,230.7924146309961,230.801344831998,230.801344831998,230.801344831998,231.56216823099385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7583763660004479,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,7.0,1.0,3.0,left,0.0,0.9791485440000542,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,231.5725204929986,,,,,,,,,231.56246955299864,232.3581568139998,233.1514712360004,233.1418332489993,233.1424549469957,233.1514712360004,233.1514712360004,233.1514712360004,234.13592366999364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9791485440000542,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,8.0,0.0,4.0,right,0.0,0.8672753930004546,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,4.0,0.0,8.0,0.0,234.1446578799951,,,,,,,,,234.1362066169968,234.48482894499463,235.27723086699552,235.26823874699767,235.26875246999407,235.27723086699552,235.27723086699552,235.27723086699552,236.15173524299465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8672753930004546,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,9.0,1.0,4.0,right,1.0,1.9987370000017108,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,4.0,1.0,9.0,1.0,236.15942441899824,,,,,,,,,236.1521051249947,237.3414637559981,238.1345912809993,238.1250463789984,238.125696698,238.1345912809993,238.1345912809993,238.1345912809993,240.1349158879966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.9987370000017108,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,10.0,0.0,5.0,right,0.0,0.8183304620033596,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,0.0,240.15188260300056,,,,,,,,,240.1351806159946,241.3247285999969,242.1179091629965,242.10835640399452,242.1089837649997,242.1179091629965,242.1179091629965,242.1179091629965,242.9469724409937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8183304620033596,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,11.0,1.0,5.0,right,1.0,3.4315086220012745,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,1.0,242.95618782199745,,,,,,,,,242.9473977969974,243.29186348899384,244.0846446859941,244.075077812995,244.07569736099688,244.0846446859941,244.0846446859941,244.0846446859941,247.52428567799507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.4315086220012745,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,12.0,0.0,6.0,right,0.0,1.2783592369960388,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,0.0,247.53472332399545,,,,,,,,,247.52460590699772,247.8679814329953,248.66043377899769,248.65141711699837,248.651927946994,248.66043377899769,248.66043377899769,248.66043377899769,249.9519518559973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2783592369960388,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,13.0,1.0,6.0,left,0.0,0.8833091440028511,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,1.0,249.96812594199585,,,,,,,,,249.95249175299975,250.74128902899972,251.5346001939979,251.52500573399448,251.52561192699795,251.5346001939979,251.5346001939979,251.5346001939979,252.41916008800035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8833091440028511,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,14.0,0.0,7.0,left,0.0,1.5471600519958884,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,1.0,252.42592635999608,,,,,,,,,252.41943174100012,253.6176835389997,254.4104082729973,254.4013936939955,254.40190581099887,254.4104082729973,254.4104082729973,254.4104082729973,255.96879926199472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.5471600519958884,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,15.0,1.0,7.0,right,0.0,1.378464810004516,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,0.0,255.9777774719987,,,,,,,,,255.9691188519937,256.05845294900064,256.8511330159963,256.84135084599984,256.84183151499747,256.8511330159963,256.8511330159963,256.8511330159963,258.2352964149977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.378464810004516,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,16.0,0.0,8.0,left,1.0,1.672469358003582,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,0.0,258.2436877919972,,,,,,,,,258.235584557995,259.0342846929998,259.8269734019996,259.81794024799456,259.8184807289945,259.8269734019996,259.8269734019996,259.8269734019996,261.50208996499714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.672469358003582,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,17.0,1.0,8.0,right,1.0,1.1618003149997094,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,1.0,261.51062910399924,,,,,,,,,261.50235599399457,262.3009244549976,263.09342320699943,263.08454791899567,263.085092452995,263.09342320699943,263.09342320699943,263.09342320699943,264.2623015739955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1618003149997094,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,18.0,0.0,9.0,left,0.0,1.1593965049978578,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,1.0,264.2720393349955,,,,,,,,,264.2626438909938,265.05785060799826,265.850777353,265.842049218998,265.8425268369974,265.850777353,265.850777353,265.850777353,267.0126462650005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1593965049978578,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,19.0,1.0,9.0,left,1.0,2.176187375000154,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,0.0,267.02260735699383,,,,,,,,,267.0130397649991,267.3577303899947,268.15093030099524,268.14138914999785,268.1420048649961,268.15093030099524,268.15093030099524,268.15093030099524,270.3352085999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.176187375000154,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,20.0,0.0,10.0,right,0.0,0.8252719869997236,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,0.0,270.3434554419946,,,,,,,,,270.3355803230006,271.1340532929971,271.92678923600033,271.9177638389956,271.9182765579972,271.92678923600033,271.92678923600033,271.92678923600033,272.7564865109962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8252719869997236,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,21.0,1.0,10.0,right,1.0,1.688922264998837,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,1.0,272.7675585179968,,,,,,,,,272.7567419879997,272.85435527399386,273.650917258994,273.6413393929979,273.6419574879983,273.650917258994,273.650917258994,273.650917258994,275.3445041519953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.688922264998837,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,22.0,0.0,11.0,left,0.0,1.1366020280038356,,accuracy,space,1.7751700239969068,,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,1.0,275.35448031099804,,,,,,,,,275.34479537199513,276.1409578679959,276.934351125994,276.9246499929941,276.9252724199978,276.934351125994,276.934351125994,276.934351125994,278.0853181939965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1366020280038356,,,,,,,sub-209,1,random_dot,85.51441629168541,
