direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0096594999999979,0.0309424000001854,0.0309424000001854,24.168140300000232,space,70.87855940000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,24.22472880000032,,,,,,,,,24.213593200000105,24.98259099999996,25.7878039000002,25.766707700000097,25.766757400000188,25.7878039000002,25.7878039000002,25.7878039000002,30.77193410000018,38.95155960000011,right,0.0,59.91519329999937,,38.95439220000026,38.996870500000114,39.46556120000014,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,39.48191780000025,,,,,,,,,39.46655520000013,40.665235100000245,41.46762430000035,41.4497937000001,41.449841800000286,41.46762430000035,41.46762430000035,41.46762430000035,46.44974330000014,48.93422290000035,right,1.0,54.20620239999971,,48.93543,48.966447300000254,49.448769600000105,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,49.46509390000029,,,,,,,,,49.44979379999995,50.24832650000008,51.051089200000206,51.03328690000035,51.03333090000024,51.051089200000206,51.051089200000206,51.051089200000206,56.04876860000013,57.35104990000036,right,1.0,53.036194799999976,,57.35230189999993,57.367256,57.86529780000001,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,57.881601200000205,,,,,,,,,57.8666290000001,58.21489780000002,59.01771450000024,58.99984020000011,58.9998843000003,59.01771450000024,59.01771450000024,59.01771450000024,64.00453719999996,64.88414310000007,left,1.0,52.61483799999951,,64.88539170000013,64.9012315,65.39852640000026,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,65.41475690000016,,,,,,,,,65.39953460000015,66.19803290000027,67.0007757000003,66.98294000000033,66.9829864000003,67.0007757000003,67.0007757000003,67.0007757000003,71.98769280000033,72.86698810000007,right,0.0,52.614870099999735,,72.86819349999996,72.8891864000002,73.38178570000036,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,73.39799960000028,,,,,,,,,73.38278170000012,73.48125000000027,74.28441740000017,74.26583019999998,74.26587770000015,74.28441740000017,74.28441740000017,74.28441740000017,79.2812428000002,79.93873650000023,right,1.0,52.4057085999998,,79.9402814,79.96466989999999,80.44900140000027,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,80.46498810000003,,,,,,,,,80.45013280000012,81.64901860000009,82.45397330000014,82.43477690000009,82.4348344,82.45397330000014,82.45397330000014,82.45397330000014,,84.1142989,left,1.0,48.41177169999946,,84.11586080000006,84.13265739999997,84.6161046000002,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,84.6317027,,,,,,,,,84.61726320000025,85.41564420000032,86.22059630000012,86.20036010000013,86.20041720000017,86.22059630000012,86.22059630000012,86.22059630000012,,87.33623260000013,right,1.0,47.85967169999958,,87.33773109999993,87.35390570000027,87.85036149999996,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,87.86506469999995,,,,,,,,,87.85163069999999,87.9486551,88.7545954000002,88.73473130000002,88.73478810000006,88.7545954000002,88.7545954000002,88.7545954000002,93.73769110000012,94.90722970000024,left,1.0,52.89549699999952,,94.90886180000008,94.92360499999997,95.41639179999991,,,,,,,,,,,,,,,,,,,,,,,,,,sub-031,1.0,random_dot,59.93924558067472,
