id,block,trial,detectOri,imagineOri,present,stimulus,congruency,visLevel,response,corr,rt,vivid,compliance,complied
sub-001,3,3,right,none,1,present,none,7.3,present,1,2.7318829991854727,None,down,yes
sub-001,3,7,right,none,1,present,none,14,present,1,0.6142205419018865,None,down,yes
sub-001,3,39,right,none,1,present,none,7.3,present,1,0.459089124109596,None,down,yes
sub-001,3,14,right,none,1,present,none,14,present,1,0.29604924912564456,None,down,yes
sub-001,3,41,right,none,1,present,none,6.1,present,1,0.3531215831171721,None,down,yes
sub-001,3,40,right,none,1,present,none,4.8,present,1,0.39225833280943334,None,down,yes
sub-001,3,21,right,none,1,present,none,5.3,absent,0,0.7331644159276038,None,down,yes
sub-001,3,19,right,none,1,present,none,5.3,present,1,0.6222484579775482,None,down,yes
sub-001,3,25,right,none,1,present,none,4.8,present,1,0.965895373839885,None,down,yes
sub-001,3,17,right,none,1,present,none,3.7,absent,0,0.7384552489966154,None,down,yes
sub-001,3,30,right,none,1,present,none,5.3,present,1,0.34228129079565406,None,down,yes
sub-001,3,36,right,none,0,absent,none,0,absent,1,0.37499141599982977,None,down,yes
sub-001,3,35,right,none,1,present,none,4.8,present,1,0.2524531250819564,None,down,yes
sub-001,3,2,right,none,1,present,none,14,present,1,1.0469222490210086,None,down,yes
sub-001,3,10,right,none,1,present,none,5.3,present,1,0.35854666703380644,None,down,yes
sub-001,3,27,right,none,1,present,none,6.1,present,1,0.30761516699567437,None,down,yes
sub-001,3,42,right,none,0,absent,none,0,absent,1,0.4456941660027951,None,down,yes
sub-001,3,29,right,none,1,present,none,6.1,present,1,0.2426690410356969,None,down,yes
sub-001,3,34,right,none,1,present,none,14,present,1,3.0455855829641223,None,down,yes
sub-001,3,18,right,none,1,present,none,7.3,present,1,0.3841332499869168,None,down,yes
sub-001,3,33,right,none,0,absent,none,0,absent,1,0.5599603329319507,None,down,yes
sub-001,3,1,right,none,1,present,none,5.3,present,1,0.3508769581094384,None,down,yes
sub-001,3,9,right,none,1,present,none,6.1,present,1,0.3548735829535872,None,down,yes
sub-001,3,5,right,none,1,present,none,4.8,present,1,0.4780875409487635,None,down,yes
sub-001,3,11,right,none,0,absent,none,0,absent,1,0.4259985410608351,None,down,yes
sub-001,3,24,right,none,0,absent,none,0,absent,1,0.41367824911139905,None,down,yes
sub-001,3,8,right,none,1,present,none,3.7,present,1,0.4715264157857746,None,down,yes
sub-001,3,38,right,none,1,present,none,7.3,present,1,0.1756110000424087,None,down,yes
sub-001,3,4,right,none,1,present,none,7.3,present,1,0.13421070808544755,None,down,yes
sub-001,3,23,right,none,1,present,none,4.8,present,1,0.27289570798166096,None,down,yes
sub-001,3,13,right,none,1,present,none,6.1,present,1,0.34942270815372467,None,down,yes
sub-001,3,16,right,none,1,present,none,7.3,present,1,0.3107295830268413,None,down,yes
sub-001,3,20,right,none,1,present,none,3.7,present,1,0.343611832940951,None,down,yes
sub-001,3,6,right,none,1,present,none,6.1,present,1,0.33509295783005655,None,down,yes
sub-001,3,22,right,none,1,present,none,3.7,absent,0,0.37562533281743526,None,down,yes
sub-001,3,12,right,none,1,present,none,5.3,present,1,0.2741715000011027,None,down,yes
sub-001,3,15,right,none,0,absent,none,0,absent,1,0.3964017080143094,None,down,yes
sub-001,3,37,right,none,1,present,none,3.7,present,1,0.33285333309322596,None,down,yes
sub-001,3,31,right,none,1,present,none,14,present,1,0.8967815830837935,None,down,yes
sub-001,3,28,right,none,1,present,none,14,present,1,0.7305544998962432,None,down,yes
sub-001,3,32,right,none,1,present,none,3.7,present,1,0.4304870408959687,None,down,yes
sub-001,3,26,right,none,1,present,none,4.8,absent,0,0.9207936241291464,None,down,yes
sub-001,1,18,right,right,1,present,congruent,14,present,1,1.5056860002223402,4,right,yes
sub-001,1,24,right,right,1,present,congruent,7.3,present,1,0.12854566611349583,4,right,yes
sub-001,1,29,right,right,1,present,congruent,3.7,present,1,0.494473499013111,4,right,yes
sub-001,1,21,right,right,1,present,congruent,5.3,present,1,0.22628191602416337,4,right,yes
sub-001,1,2,right,right,1,present,congruent,4.8,present,1,0.24802662408910692,4,right,yes
sub-001,1,12,right,right,1,present,congruent,6.1,present,1,0.10243550012819468,4,right,yes
sub-001,1,28,right,right,1,present,congruent,14,present,1,0.34074316592887044,4,right,yes
sub-001,1,38,right,right,1,present,congruent,6.1,present,1,0.27326012402772903,4,right,yes
sub-001,1,13,right,right,0,absent,congruent,0,absent,1,0.9018803751096128,4,right,yes
sub-001,1,8,right,right,1,present,congruent,3.7,present,1,0.2350459999870509,4,right,yes
sub-001,1,26,right,right,1,present,congruent,7.3,present,1,0.2495532080065459,4,right,yes
sub-001,1,16,right,right,1,present,congruent,14,present,1,0.2743452910799533,4,right,yes
sub-001,1,23,right,right,1,present,congruent,7.3,present,1,0.19453341700136664,4,right,yes
sub-001,1,31,right,right,1,present,congruent,4.8,present,1,0.2803579999599606,4,right,yes
sub-001,1,39,right,right,1,present,congruent,6.1,present,1,0.20746079087257385,4,right,yes
sub-001,1,40,right,right,0,absent,congruent,0,present,0,0.5516209579072893,4,right,yes
sub-001,1,22,right,right,0,absent,congruent,0,present,0,0.4693500001449138,4,right,yes
sub-001,1,11,right,right,1,present,congruent,5.3,present,1,0.2549192919395864,4,right,yes
sub-001,1,33,right,right,1,present,congruent,14,present,1,0.2589180408976972,4,right,yes
sub-001,1,9,right,right,0,absent,congruent,0,present,0,0.369696875102818,4,right,yes
sub-001,1,6,right,right,0,absent,congruent,0,absent,1,0.5201377079356462,4,right,yes
sub-001,1,4,right,right,1,present,congruent,6.1,present,1,0.2069628748577088,4,right,yes
sub-001,1,30,right,right,1,present,congruent,4.8,present,1,0.19619712512940168,4,right,yes
sub-001,1,1,right,right,1,present,congruent,6.1,present,1,0.5892999998759478,4,right,yes
sub-001,1,36,right,right,1,present,congruent,4.8,present,1,0.2995046670548618,4,right,yes
sub-001,1,15,right,right,1,present,congruent,3.7,present,1,0.22094770800322297,4,right,yes
sub-001,1,20,right,right,1,present,congruent,5.3,present,1,0.31421370804309845,4,right,yes
sub-001,1,42,right,right,1,present,congruent,3.7,present,1,0.2779470409732312,4,right,yes
sub-001,1,10,right,right,1,present,congruent,4.8,present,1,0.6473335830960423,4,right,yes
sub-001,1,17,right,right,1,present,congruent,3.7,present,1,2.8118003748822957,4,right,yes
sub-001,1,34,right,right,1,present,congruent,5.3,present,1,0.29183512390591204,4,right,yes
sub-001,1,3,right,right,1,present,congruent,14,present,1,0.2245103328023106,4,right,yes
sub-001,1,32,right,right,1,present,congruent,7.3,present,1,0.29786145803518593,4,right,yes
sub-001,1,19,right,right,1,present,congruent,5.3,present,1,0.23044787417165935,4,right,yes
sub-001,1,5,right,right,1,present,congruent,7.3,present,1,0.5438728330191225,4,right,yes
sub-001,1,7,right,right,1,present,congruent,7.3,present,1,0.5754011240787804,4,right,yes
sub-001,1,25,right,right,0,absent,congruent,0,present,0,0.48572987387888134,4,right,yes
sub-001,1,14,right,right,1,present,congruent,6.1,present,1,0.2668887081090361,4,right,yes
sub-001,1,35,right,right,1,present,congruent,4.8,present,1,0.2950801670085639,4,right,yes
sub-001,1,41,right,right,1,present,congruent,5.3,present,1,0.30872733308933675,4,right,yes
sub-001,1,37,right,right,1,present,congruent,3.7,present,1,0.344857124844566,4,right,yes
sub-001,1,27,right,right,1,present,congruent,14,present,1,0.2504878749605268,4,right,yes
sub-001,6,11,left,none,0,absent,none,0,absent,1,2.0746599989943206,None,down,yes
sub-001,6,26,left,none,1,present,none,3.7,absent,0,0.9146586249116808,None,down,yes
sub-001,6,10,left,none,0,absent,none,0,absent,1,0.5100165409967303,None,down,yes
sub-001,6,21,left,none,1,present,none,5.3,present,1,0.5283869169652462,None,down,yes
sub-001,6,34,left,none,1,present,none,5.3,present,1,0.7193379169330001,None,down,yes
sub-001,6,28,left,none,1,present,none,3.7,absent,0,0.5496944161131978,None,down,yes
sub-001,6,1,left,none,0,absent,none,0,absent,1,0.5958461659029126,None,down,yes
sub-001,6,9,left,none,1,present,none,14,present,1,0.37130504101514816,None,down,yes
sub-001,6,40,left,none,1,present,none,6.1,present,1,0.5242460831068456,None,down,yes
sub-001,6,41,left,none,1,present,none,6.1,absent,0,0.9251447080168872,None,down,yes
sub-001,6,27,left,none,1,present,none,5.3,present,1,0.462223791051656,None,down,yes
sub-001,6,30,left,none,1,present,none,7.3,present,1,0.3400745000690222,None,down,yes
sub-001,6,2,left,none,1,present,none,5.3,present,1,0.42101699905470014,None,down,yes
sub-001,6,8,left,none,1,present,none,4.8,present,1,0.3604128749575466,None,down,yes
sub-001,6,33,left,none,0,absent,none,0,absent,1,0.6226990409195423,None,down,yes
sub-001,6,29,left,none,1,present,none,4.8,present,1,0.4449179170187562,None,down,yes
sub-001,6,23,left,none,1,present,none,14,present,1,0.321652916027233,None,down,yes
sub-001,6,19,left,none,1,present,none,7.3,present,1,0.399510667193681,None,down,yes
sub-001,6,37,left,none,1,present,none,4.8,absent,0,0.4040181660093367,None,down,yes
sub-001,6,5,left,none,1,present,none,6.1,present,1,0.3819799160119146,None,down,yes
sub-001,6,35,left,none,1,present,none,14,present,1,0.2706636239308864,None,down,yes
sub-001,6,20,left,none,1,present,none,3.7,absent,0,0.4055712081026286,None,down,yes
sub-001,6,36,left,none,1,present,none,7.3,present,1,0.30199441709555686,None,down,yes
sub-001,6,39,left,none,1,present,none,3.7,absent,0,0.43406599992886186,None,down,yes
sub-001,6,14,left,none,1,present,none,4.8,absent,0,0.4225284580606967,None,down,yes
sub-001,6,12,left,none,1,present,none,6.1,present,1,0.4283605830278248,None,down,yes
sub-001,6,15,left,none,1,present,none,5.3,absent,0,0.6579429579433054,None,down,yes
sub-001,6,25,left,none,1,present,none,14,present,1,0.37556420802138746,None,down,yes
sub-001,6,17,left,none,1,present,none,14,present,1,0.389804792124778,None,down,yes
sub-001,6,24,left,none,1,present,none,4.8,present,1,0.4525557910092175,None,down,yes
sub-001,6,3,left,none,1,present,none,7.3,present,1,0.3540423740632832,None,down,yes
sub-001,6,13,left,none,1,present,none,3.7,absent,0,0.4134462499059737,None,down,yes
sub-001,6,31,left,none,0,absent,none,0,absent,1,0.4657534582074731,None,down,yes
sub-001,6,38,left,none,1,present,none,3.7,absent,0,0.8272334579378366,None,down,yes
sub-001,6,32,left,none,1,present,none,5.3,present,1,0.4149034582078457,None,down,yes
sub-001,6,18,left,none,1,present,none,4.8,present,1,0.349264333024621,None,down,yes
sub-001,6,4,left,none,1,present,none,14,present,1,0.32252791593782604,None,down,yes
sub-001,6,42,left,none,1,present,none,7.3,present,1,0.3294402491301298,None,down,yes
sub-001,6,22,left,none,1,present,none,6.1,present,1,0.3980468751396984,None,down,yes
sub-001,6,7,left,none,0,absent,none,0,absent,1,0.3608947079628706,None,down,yes
sub-001,6,16,left,none,1,present,none,7.3,present,1,0.3288231249898672,None,down,yes
sub-001,6,6,left,none,1,present,none,6.1,present,1,0.3605626658536494,None,down,yes
sub-001,4,24,left,right,0,absent,incongruent,0,absent,1,1.362982208142057,2,right,yes
sub-001,4,32,left,right,0,absent,incongruent,0,absent,1,0.6438578739762306,2,right,yes
sub-001,4,8,left,right,1,present,incongruent,3.7,present,1,0.511090749874711,2,right,yes
sub-001,4,23,left,right,1,present,incongruent,6.1,present,1,0.9157595420256256,2,right,yes
sub-001,4,18,left,right,1,present,incongruent,5.3,absent,0,0.6998299579136074,2,right,yes
sub-001,4,35,left,right,1,present,incongruent,14,present,1,0.6885621671099216,2,right,yes
sub-001,4,19,left,right,1,present,incongruent,3.7,absent,0,1.122562874108553,2,right,yes
sub-001,4,20,left,right,1,present,incongruent,3.7,absent,0,0.6907490829471499,2,right,yes
sub-001,4,33,left,right,1,present,incongruent,6.1,absent,0,0.745156415970996,2,right,yes
sub-001,4,7,left,right,1,present,incongruent,3.7,absent,0,0.5434527909383178,2,right,yes
sub-001,4,42,left,right,1,present,incongruent,6.1,present,1,0.6324410000815988,2,right,yes
sub-001,4,22,left,right,1,present,incongruent,14,present,1,0.37898012483492494,2,right,yes
sub-001,4,5,left,right,1,present,incongruent,3.7,absent,0,0.4183731661178171,2,right,yes
sub-001,4,10,left,right,1,present,incongruent,5.3,present,1,1.0775277081411332,2,right,yes
sub-001,4,2,left,right,1,present,incongruent,5.3,present,1,0.8640774581581354,2,right,yes
sub-001,4,28,left,right,1,present,incongruent,6.1,absent,0,0.8350300409365445,2,right,yes
sub-001,4,4,left,right,1,present,incongruent,14,present,1,0.23371333302929995,2,right,yes
sub-001,4,41,left,right,1,present,incongruent,5.3,present,1,0.4953207499347627,2,right,yes
sub-001,4,1,left,right,1,present,incongruent,7.3,absent,0,0.5052249159198254,2,right,yes
sub-001,4,14,left,right,1,present,incongruent,7.3,present,1,0.33217091602273285,2,right,yes
sub-001,4,27,left,right,0,absent,incongruent,0,absent,1,0.6559694579336792,2,right,yes
sub-001,4,11,left,right,1,present,incongruent,5.3,present,1,0.4120389160234481,2,right,yes
sub-001,4,16,left,right,0,absent,incongruent,0,absent,1,0.5904386241454631,2,right,yes
sub-001,4,39,left,right,0,absent,incongruent,0,absent,1,0.4411814580671489,2,right,yes
sub-001,4,6,left,right,1,present,incongruent,6.1,present,1,0.33715241705067456,2,right,yes
sub-001,4,25,left,right,1,present,incongruent,7.3,present,1,0.45020595798268914,2,right,yes
sub-001,4,31,left,right,1,present,incongruent,7.3,present,1,0.422527875052765,2,right,yes
sub-001,4,40,left,right,1,present,incongruent,4.8,present,1,0.5536118750460446,2,right,yes
sub-001,4,17,left,right,1,present,incongruent,4.8,absent,0,0.3937810829374939,2,right,yes
sub-001,4,9,left,right,1,present,incongruent,14,present,1,0.354778666049242,2,right,yes
sub-001,4,12,left,right,1,present,incongruent,7.3,present,1,0.6128710829652846,2,right,yes
sub-001,4,15,left,right,1,present,incongruent,3.7,absent,0,0.5929557080380619,2,right,yes
sub-001,4,26,left,right,1,present,incongruent,6.1,present,1,0.38824729109182954,2,right,yes
sub-001,4,13,left,right,1,present,incongruent,14,present,1,0.3615045410115272,2,right,yes
sub-001,4,21,left,right,1,present,incongruent,4.8,absent,0,1.8387598739936948,2,right,yes
sub-001,4,34,left,right,1,present,incongruent,4.8,present,1,0.60874920804053545,2,right,yes
sub-001,4,37,left,right,1,present,incongruent,4.8,present,1,0.8312327910680324,2,right,yes
sub-001,4,30,left,right,1,present,incongruent,7.3,present,1,0.4016901249997318,2,right,yes
sub-001,4,36,left,right,1,present,incongruent,5.3,present,1,0.893083208007738,2,right,yes
sub-001,4,29,left,right,1,present,incongruent,4.8,absent,0,1.033985499991104,2,right,yes
sub-001,4,38,left,right,0,absent,incongruent,0,absent,1,1.108392040943727,2,right,yes
sub-001,4,3,left,right,1,present,incongruent,14,present,1,0.3059891250450164,2,right,yes
sub-001,2,37,right,left,1,present,incongruent,4.8,absent,0,1.3363852079492062,2,left,yes
sub-001,2,12,right,left,1,present,incongruent,14,present,1,1.12097308319062,2,left,yes
sub-001,2,13,right,left,1,present,incongruent,4.8,present,1,0.4592123329639435,2,left,yes
sub-001,2,21,right,left,1,present,incongruent,5.3,present,1,0.39749358291737735,2,left,yes
sub-001,2,33,right,left,1,present,incongruent,14,present,1,0.2827429159078747,2,left,yes
sub-001,2,25,right,left,1,present,incongruent,14,present,1,0.3271135420072824,2,left,yes
sub-001,2,2,right,left,1,present,incongruent,7.3,present,1,0.3220038330182433,2,left,yes
sub-001,2,17,right,left,1,present,incongruent,14,present,1,0.3078288750257343,2,left,yes
sub-001,2,11,right,left,1,present,incongruent,6.1,present,1,0.4216202080715448,2,left,yes
sub-001,2,35,right,left,0,absent,incongruent,0,absent,1,0.3993749578949064,2,left,yes
sub-001,2,16,right,left,1,present,incongruent,3.7,present,1,0.4844748331233859,2,left,yes
sub-001,2,42,right,left,1,present,incongruent,6.1,present,1,0.4449990000575781,2,left,yes
sub-001,2,14,right,left,1,present,incongruent,3.7,present,1,0.438399916049093,2,left,yes
sub-001,2,27,right,left,1,present,incongruent,3.7,present,1,0.4815762499347329,2,left,yes
sub-001,2,5,right,left,1,present,incongruent,4.8,present,1,0.3456005419138819,2,left,yes
sub-001,2,23,right,left,1,present,incongruent,6.1,present,1,0.27645633299835026,2,left,yes
sub-001,2,10,right,left,0,absent,incongruent,0,absent,1,0.6428752080537379,2,left,yes
sub-001,2,15,right,left,1,present,incongruent,3.7,present,1,0.5019767081830651,2,left,yes
sub-001,2,9,right,left,0,absent,incongruent,0,absent,1,0.7174526671878994,2,left,yes
sub-001,2,26,right,left,1,present,incongruent,4.8,present,1,0.28789124893955886,2,left,yes
sub-001,2,32,right,left,1,present,incongruent,4.8,present,1,0.33778758300468326,2,left,yes
sub-001,2,24,right,left,1,present,incongruent,5.3,present,1,0.39580691582523286,2,left,yes
sub-001,2,20,right,left,1,present,incongruent,3.7,present,1,0.4364369579125196,2,left,yes
sub-001,2,31,right,left,1,present,incongruent,5.3,present,1,0.405477040912956,2,left,yes
sub-001,2,8,right,left,1,present,incongruent,3.7,present,1,0.4361111661419272,2,left,yes
sub-001,2,34,right,left,1,present,incongruent,6.1,present,1,0.21352158300578591,2,left,yes
sub-001,2,3,right,left,1,present,incongruent,14,present,1,0.322832333156839,2,left,yes
sub-001,2,29,right,left,1,present,incongruent,7.3,present,1,0.290815707994625,2,left,yes
sub-001,2,22,right,left,1,present,incongruent,7.3,present,1,0.6426867910195142,2,left,yes
sub-001,2,38,right,left,1,present,incongruent,7.3,present,1,0.3511347498279065,2,left,yes
sub-001,2,6,right,left,0,absent,incongruent,0,absent,1,0.5925708750728518,2,left,yes
sub-001,2,41,right,left,1,present,incongruent,7.3,present,1,0.20744683290831745,2,left,yes
sub-001,2,30,right,left,0,absent,incongruent,0,absent,1,0.35815433296374977,2,left,yes
sub-001,2,18,right,left,1,present,incongruent,5.3,present,1,0.33624283294193447,2,left,yes
sub-001,2,36,right,left,1,present,incongruent,6.1,present,1,0.3754592500627041,2,left,yes
sub-001,2,19,right,left,1,present,incongruent,4.8,present,1,0.6078124581836164,2,left,yes
sub-001,2,40,right,left,1,present,incongruent,7.3,present,1,0.29521683300845325,2,left,yes
sub-001,2,39,right,left,1,present,incongruent,5.3,present,1,0.16873512510210276,2,left,yes
sub-001,2,4,right,left,1,present,incongruent,6.1,present,1,0.31565704103559256,2,left,yes
sub-001,2,28,right,left,0,absent,incongruent,0,absent,1,0.6466704159975052,2,left,yes
sub-001,2,1,right,left,1,present,incongruent,5.3,present,1,0.33366800006479025,2,left,yes
sub-001,2,7,right,left,1,present,incongruent,14,present,1,0.343203250085935,2,left,yes
sub-001,5,17,left,left,1,present,congruent,7.3,present,1,1.3682413750793785,3,left,yes
sub-001,5,5,left,left,1,present,congruent,6.1,present,1,0.6680790409445763,3,left,yes
sub-001,5,18,left,left,1,present,congruent,4.8,present,1,0.35045608319342136,3,left,yes
sub-001,5,29,left,left,1,present,congruent,7.3,present,1,0.3534434160683304,3,left,yes
sub-001,5,33,left,left,1,present,congruent,6.1,present,1,0.30267699901014566,3,left,yes
sub-001,5,22,left,left,1,present,congruent,4.8,present,1,0.31402920791879296,3,left,yes
sub-001,5,19,left,left,1,present,congruent,5.3,present,1,0.26402866607531905,3,left,yes
sub-001,5,9,left,left,0,absent,congruent,0,absent,1,0.5855335001833737,3,left,yes
sub-001,5,28,left,left,0,absent,congruent,0,absent,1,0.5436602081172168,3,left,yes
sub-001,5,39,left,left,1,present,congruent,3.7,absent,0,0.6945539161097258,3,left,yes
sub-001,5,26,left,left,1,present,congruent,6.1,present,1,0.4215556660201401,3,left,yes
sub-001,5,32,left,left,1,present,congruent,6.1,present,1,0.3284652081783861,3,left,yes
sub-001,5,38,left,left,1,present,congruent,7.3,present,1,0.2678145000245422,3,left,yes
sub-001,5,20,left,left,1,present,congruent,4.8,absent,0,0.6188006249722093,3,left,yes
sub-001,5,25,left,left,1,present,congruent,3.7,present,1,0.8689704579301178,3,left,yes
sub-001,5,4,left,left,1,present,congruent,14,present,1,0.18664766591973603,3,left,yes
sub-001,5,11,left,left,1,present,congruent,5.3,present,1,0.6656705408822745,3,left,yes
sub-001,5,2,left,left,1,present,congruent,5.3,present,1,0.41805587499402463,3,left,yes
sub-001,5,34,left,left,1,present,congruent,5.3,present,1,0.2955252081155777,3,left,yes
sub-001,5,31,left,left,1,present,congruent,4.8,present,1,0.3533047919627279,3,left,yes
sub-001,5,23,left,left,0,absent,congruent,0,absent,1,0.6563836249988526,3,left,yes
sub-001,5,37,left,left,1,present,congruent,7.3,present,1,0.2924542499240488,3,left,yes
sub-001,5,21,left,left,1,present,congruent,5.3,present,1,0.45010595791973174,3,left,yes
sub-001,5,8,left,left,1,present,congruent,7.3,present,1,0.3056749159004539,3,left,yes
sub-001,5,3,left,left,0,absent,congruent,0,absent,1,0.6435519999358803,3,left,yes
sub-001,5,30,left,left,1,present,congruent,3.7,present,1,0.3717861659824848,3,left,yes
sub-001,5,12,left,left,1,present,congruent,14,present,1,0.21271358290687203,3,left,yes
sub-001,5,14,left,left,1,present,congruent,3.7,present,1,0.4268132490105927,3,left,yes
sub-001,5,41,left,left,1,present,congruent,6.1,present,1,0.3106704999227077,3,left,yes
sub-001,5,36,left,left,1,present,congruent,4.8,present,1,0.3745062919333577,3,left,yes
sub-001,5,1,left,left,1,present,congruent,14,present,1,0.19396812515333295,3,left,yes
sub-001,5,35,left,left,1,present,congruent,4.8,present,1,0.3866405831649899,3,left,yes
sub-001,5,13,left,left,1,present,congruent,14,present,1,0.21320545813068748,3,left,yes
sub-001,5,10,left,left,1,present,congruent,7.3,present,1,0.2672658748924732,3,left,yes
sub-001,5,15,left,left,0,absent,congruent,0,absent,1,0.7082257498987019,3,left,yes
sub-001,5,40,left,left,1,present,congruent,14,present,1,0.91280537401326,3,left,yes
sub-001,5,6,left,left,1,present,congruent,3.7,absent,0,0.5534024578519166,3,left,yes
sub-001,5,7,left,left,1,present,congruent,5.3,present,1,0.36113204108551145,3,left,yes
sub-001,5,27,left,left,1,present,congruent,6.1,present,1,0.3265430829487741,3,left,yes
sub-001,5,16,left,left,0,absent,congruent,0,absent,1,0.461054207989946,3,left,yes
sub-001,5,42,left,left,1,present,congruent,3.7,absent,0,1.1156175411306322,3,left,yes
sub-002,2,30,right,left,0,absent,incongruent,0,absent,1,1.998617690998799,3,right,no
sub-002,2,15,right,left,1,present,incongruent,3.7,absent,0,0.9615868939999928,3,right,no
sub-002,2,19,right,left,1,present,incongruent,4.8,absent,0,2.7848989459998847,3,right,no
sub-002,2,12,right,left,1,present,incongruent,14,absent,0,2.9171781719996943,3,right,no
sub-002,2,27,right,left,1,present,incongruent,3.7,present,1,0.3684208600006969,3,right,no
sub-002,2,22,right,left,1,present,incongruent,7.3,present,1,1.8301045410007648,3,right,no
sub-002,2,26,right,left,1,present,incongruent,4.8,present,1,2.5100763850005023,3,right,no
sub-002,2,8,right,left,1,present,incongruent,3.7,absent,0,0.9899366190002185,3,right,no
sub-002,2,24,right,left,1,present,incongruent,5.3,present,1,0.7853974839999864,3,right,no
sub-002,2,2,right,left,1,present,incongruent,7.3,present,1,0.7646037959984824,3,right,no
sub-002,2,38,right,left,1,present,incongruent,7.3,present,1,0.8259849080004642,3,right,no
sub-002,2,1,right,left,1,present,incongruent,5.3,present,1,0.5956584169998678,3,right,no
sub-002,2,17,right,left,1,present,incongruent,14,present,1,0.8106391430010262,3,right,no
sub-002,2,35,right,left,0,absent,incongruent,0,absent,1,3.2753422960013268,3,right,no
sub-002,2,23,right,left,1,present,incongruent,6.1,present,1,0.7094275460003701,3,right,no
sub-002,2,41,right,left,1,present,incongruent,7.3,present,1,0.9127423970003292,3,right,no
sub-002,2,36,right,left,1,present,incongruent,6.1,present,1,0.8508341280012246,3,right,no
sub-002,2,4,right,left,1,present,incongruent,6.1,present,1,0.7527717680004571,3,right,no
sub-002,2,13,right,left,1,present,incongruent,4.8,present,1,0.6984322589996736,3,right,no
sub-002,2,10,right,left,0,absent,incongruent,0,absent,1,0.8295705609998549,3,right,no
sub-002,2,11,right,left,1,present,incongruent,6.1,present,1,0.7510733520011854,3,right,no
sub-002,2,31,right,left,1,present,incongruent,5.3,present,1,0.7539458380015276,3,right,no
sub-002,2,9,right,left,0,absent,incongruent,0,absent,1,0.928071127000294,3,right,no
sub-002,2,39,right,left,1,present,incongruent,5.3,present,1,0.6029435750006087,3,right,no
sub-002,2,37,right,left,1,present,incongruent,4.8,present,1,0.8644577360009862,3,right,no
sub-002,2,16,right,left,1,present,incongruent,3.7,absent,0,0.8407531840002775,3,right,no
sub-002,2,7,right,left,1,present,incongruent,14,present,1,0.6279642549998243,3,right,no
sub-002,2,25,right,left,1,present,incongruent,14,present,1,0.6376597079997737,3,right,no
sub-002,2,3,right,left,1,present,incongruent,14,present,1,0.6578959990001749,3,right,no
sub-002,2,34,right,left,1,present,incongruent,6.1,present,1,0.5292995489999157,3,right,no
sub-002,2,28,right,left,0,absent,incongruent,0,absent,1,0.7333144300009735,3,right,no
sub-002,2,33,right,left,1,present,incongruent,14,present,1,0.397758581000744,3,right,no
sub-002,2,29,right,left,1,present,incongruent,7.3,present,1,0.5723638700001175,3,right,no
sub-002,2,5,right,left,1,present,incongruent,4.8,present,1,0.7693900680005754,3,right,no
sub-002,2,42,right,left,1,present,incongruent,6.1,present,1,0.6127537120009947,3,right,no
sub-002,2,21,right,left,1,present,incongruent,5.3,present,1,0.6280903309998394,3,right,no
sub-002,2,32,right,left,1,present,incongruent,4.8,present,1,0.5598711580005329,3,right,no
sub-002,4,26,left,right,1,present,incongruent,6.1,absent,0,2.0275086269994063,3,right,yes
sub-002,4,37,left,right,1,present,incongruent,4.8,absent,0,0.3979551869997522,3,right,yes
sub-002,4,4,left,right,1,present,incongruent,14,present,1,0.8719217939997179,3,right,yes
sub-002,4,12,left,right,1,present,incongruent,7.3,present,1,2.132810957999027,3,right,yes
sub-002,4,8,left,right,1,present,incongruent,3.7,present,1,0.7866123509993486,3,right,yes
sub-002,4,19,left,right,1,present,incongruent,3.7,absent,0,0.26928497400149354,3,right,yes
sub-002,4,10,left,right,1,present,incongruent,5.3,absent,0,1.7125893680004085,3,right,yes
sub-002,4,40,left,right,1,present,incongruent,4.8,present,1,0.4140661679994082,3,right,yes
sub-002,4,18,left,right,1,present,incongruent,5.3,present,1,0.6299106559999927,3,right,yes
sub-002,4,15,left,right,1,present,incongruent,3.7,present,1,0.5359050770002796,3,right,yes
sub-002,4,25,left,right,1,present,incongruent,7.3,present,1,0.5913415659997554,3,right,yes
sub-002,4,38,left,right,0,absent,incongruent,0,absent,1,0.40616251100072986,3,right,yes
sub-002,4,36,left,right,1,present,incongruent,5.3,present,1,0.8702519210000901,3,right,yes
sub-002,4,14,left,right,1,present,incongruent,7.3,present,1,0.2766215529991314,3,right,yes
sub-002,4,9,left,right,1,present,incongruent,14,present,1,0.4207794060002925,3,right,yes
sub-002,4,22,left,right,1,present,incongruent,14,present,1,0.24091667799984864,3,right,yes
sub-002,4,27,left,right,0,absent,incongruent,0,absent,1,0.5494182660004299,3,right,yes
sub-002,4,11,left,right,1,present,incongruent,5.3,present,1,0.4747117820006679,3,right,yes
sub-002,4,21,left,right,1,present,incongruent,4.8,present,1,0.45204571900103474,3,right,yes
sub-002,4,17,left,right,1,present,incongruent,4.8,absent,0,0.38715682300062326,3,right,yes
sub-002,4,34,left,right,1,present,incongruent,4.8,absent,0,0.31609385999945516,3,right,yes
sub-002,4,39,left,right,0,absent,incongruent,0,absent,1,0.4426960689997941,3,right,yes
sub-002,4,20,left,right,1,present,incongruent,3.7,absent,0,0.370211384999493,3,right,yes
sub-002,4,7,left,right,1,present,incongruent,3.7,absent,0,0.598513124999954,3,right,yes
sub-002,4,29,left,right,1,present,incongruent,4.8,absent,0,2.2897982109989243,3,right,yes
